ID,Label,Rarity,ItemType,Icon
Tier 2 Cloth,Tier 2 Cloth,0,Item Category,icons/items/drawing/cloth
lightlegs_dresst2,Linen Leggings,0,Armor,m_basicdress_legs
lighthead_dresst5,Infused Silk Hood,0,Armor,m_basicdress_head
lighthead_dresst4,Silk Fascinator,0,Armor,m_basicdress_head
lighthead_dresst3,Sateen Hat,0,Armor,m_basicdress_head
lighthead_dresst2,Linen Bonnet,0,Armor,m_basicdress_head
lighthands_dresst5,Infused Silk Gloves,0,Armor,m_basicdress_hands
lighthands_dresst4,Silk Gloves,0,Armor,m_basicdress_hands
lighthands_dresst3,Sateen Gloves,0,Armor,m_basicdress_hands
lighthands_dresst2,Linen Handwraps,0,Armor,m_basicdress_hands
lightfeet_dresst5,Infused Silk Footwear,0,Armor,m_basicdress_feet
lightfeet_dresst4,Silk Footwear,0,Armor,m_basicdress_feet
lightfeet_dresst3,Sateen Footwear,0,Armor,m_basicdress_feet
lightfeet_dresst2,Linen Footwear,0,Armor,m_basicdress_feet
lightchest_dresst5,Infused Silk Dress,0,Armor,m_femininelightt5_chest
lightchest_dresst4,Silk Dress,0,Armor,m_femlightt4_chest
lightchest_dresst3,Sateen Dress,0,Armor,m_basicdress_chest
lightchest_dresst2,Linen Dress,0,Armor,m_basicdress_chest
Tier 5 Leather,Tier 5 Leather,0,Item Category,icons/items/drawing/leather
mediumlegs_leathert5,Infused Leather Pants,0,Armor,MediumLegsAT5
Tier 4 Leather,Tier 4 Leather,0,Item Category,icons/items/drawing/leather
mediumlegs_leathert4,Layered Leather Pants,0,Armor,MediumLegsAT4
Tier 3 Leather,Tier 3 Leather,0,Item Category,icons/items/drawing/leather
mediumlegs_leathert3,Rugged Leather Pants,0,Armor,MediumLegsAT3
Tier 2 Leather,Tier 2 Leather,0,Item Category,icons/items/drawing/leather
mediumlegs_leathert2,Rough Leather Pants,0,Armor,MediumLegsAT2
mediumhead_leathert5,Infused Leather Hat,0,Armor,MediumHeadAT5
mediumhead_leathert4,Layered Leather Hat,0,Armor,MediumHeadAT4
mediumhead_leathert3,Rugged Leather Hat,0,Armor,MediumHeadAT3
mediumhead_leathert2,Rough Leather Hat,0,Armor,MediumHeadAT2
mediumhands_leathert5,Infused Leather Gloves,0,Armor,MediumHandsAT5
mediumhands_leathert4,Layered Leather Gloves,0,Armor,MediumHandsAT4
mediumhands_leathert3,Rugged Leather Gloves,0,Armor,MediumHandsAT3
mediumhands_leathert2,Rough Leather Gloves,0,Armor,MediumHandsAT2
mediumfeet_leathert5,Infused Leather Boots,0,Armor,MediumFeetAT5
mediumfeet_leathert4,Layered Leather Boots,0,Armor,MediumFeetAT4
mediumfeet_leathert3,Rugged Leather Boots,0,Armor,MediumFeetAT3
mediumfeet_leathert2,Rough Leather Boots,0,Armor,MediumFeetAT2
mediumchest_leathert5,Infused Leather Coat,0,Armor,MediumChestAT5
mediumchest_leathert4,Layered Leather Coat,0,Armor,MediumChestAT4
mediumchest_leathert3,Rugged Leather Coat,0,Armor,MediumChestAT3
mediumchest_leathert2,Rough Leather Coat,0,Armor,MediumChestAT2
heavylegs_heavyt5,Orichalcum Heavy Greaves,0,Armor,HeavyLegsBT5
heavylegs_heavyt4,Starmetal Heavy Greaves,0,Armor,HeavyLegsBT4
heavylegs_heavyt3,Steel Heavy Greaves,0,Armor,HeavyLegsBT3
heavyhead_heavyt5,Orichalcum Heavy Helm,0,Armor,HeavyHeadBT5
heavyhead_heavyt4,Starmetal Heavy Helm,0,Armor,HeavyHeadBT4
heavyhead_heavyt3,Steel Heavy Helm,0,Armor,HeavyHeadBT3
heavyhands_heavyt5,Orichalcum Heavy Gauntlets,0,Armor,HeavyHandsBT5
heavyhands_heavyt4,Starmetal Heavy Gauntlets,0,Armor,HeavyHandsBT4
heavyhands_heavyt3,Steel Heavy Gauntlets,0,Armor,HeavyHandsBT3
heavyfeet_heavyt5,Orichalcum Heavy Boots,0,Armor,HeavyFeetBT5
heavyfeet_heavyt4,Starmetal Heavy Boots,0,Armor,HeavyFeetBT4
heavyfeet_heavyt3,Steel Heavy Boots,0,Armor,HeavyFeetBT3
heavychest_heavyt5,Orichalcum Heavy Breastplate,0,Armor,HeavyChestBT5
heavychest_heavyt4,Starmetal Heavy Breastplate,0,Armor,HeavyChestBT4
heavychest_heavyt3,Steel Heavy Breastplate,0,Armor,HeavyChestBT3
foodhealthrecoveryt5,Hearty Meal,0,Consumable,FoodHealthRecoveryT5
foodhealthrecoveryt4,Satisfying Meal,0,Consumable,FoodHealthRecoveryT4
foodhealthrecoveryt3,Light Meal,0,Consumable,FoodHealthRecoveryT3
foodhealthrecoveryt2,Travel Ration,0,Consumable,FoodHealthRecoveryT2
foodhealthrecoveryt1,Light Ration,0,Consumable,FoodHealthRecoveryT1
1hhatchett5,Orichalcum Hatchet,0,Weapon,1hHatchetT5
1hhatchett4,Starmetal Hatchet,0,Weapon,1hHatchetT4
1hhatchett3,Steel Hatchet,0,Weapon,1hHatchetT3
1hhatchett2,Iron Hatchet,0,Weapon,1hHatchetT2
Water Arcana,Water Arcana,0,Item Category,icons/items/drawing/alchemywater
1helementalgauntlet_icet5,Orichalcum Ice Gauntlet,0,Weapon,1hElementalGauntlet_IceT5
1helementalgauntlet_icet4,Starmetal Ice Gauntlet,0,Weapon,1hElementalGauntlet_IceT4
1helementalgauntlet_icet3,Steel Ice Gauntlet,0,Weapon,1hElementalGauntlet_IceT3
1helementalgauntlet_icet2,Iron Ice Gauntlet,0,Weapon,1hElementalGauntlet_IceT2
furt5,Infused Fur,0,Resource,RawhideT1
Tier 5 Furs,Tier 5 Furs,0,Item Category,icons/items/drawing/beastbonus
mediumlegs_furt5,Infused Fur Pants,0,Armor,MediumLegsBT5
furt4,Thick Fur,0,Resource,RawhideT1
Tier 4 Furs,Tier 4 Furs,0,Item Category,icons/items/drawing/beastbonus
mediumlegs_furt4,Layered Fur Pants,0,Armor,MediumLegsBT4
furt3,Fur,0,Resource,RawhideT1
Tier 3 Furs,Tier 3 Furs,0,Item Category,icons/items/drawing/beastbonus
mediumlegs_furt3,Rugged Fur Pants,0,Armor,MediumLegsBT3
mediumhead_furt5,Infused Fur Hat,0,Armor,MediumHeadBT5
mediumhead_furt4,Layered Fur Hat,0,Armor,MediumHeadBT4
mediumhead_furt3,Rugged Fur Hat,0,Armor,MediumHeadBT3
mediumhands_furt5,Infused Fur Gloves,0,Armor,MediumHandsBT5
mediumhands_furt4,Layered Fur Gloves,0,Armor,MediumHandsBT4
mediumhands_furt3,Rugged Fur Gloves,0,Armor,MediumHandsBT3
mediumfeet_furt5,Infused Fur Boots,0,Armor,MediumFeetBT5
mediumfeet_furt4,Layered Fur Boots,0,Armor,MediumFeetBT4
mediumfeet_furt3,Rugged Fur Boots,0,Armor,MediumFeetBT3
mediumchest_furt5,Infused Fur Coat,0,Armor,MediumChestBT5
mediumchest_furt4,Layered Fur Coat,0,Armor,MediumChestBT4
mediumchest_furt3,Rugged Fur Coat,0,Armor,MediumChestBT3
2hfishingpolet5,Ironwood Fishing Pole,0,Weapon,2hFishingPoleT5
2hfishingpolet4,Wyrdwood Fishing Pole,0,Weapon,2hFishingPoleT4
2hfishingpolet3,Aged Wood Fishing Pole,0,Weapon,2hFishingPoleT3
2hfishingpolet2,Treated Wood Fishing Pole,0,Weapon,2hFishingPoleT2
trinket_hookt2,Silver Hook,0,Resource,Trinket_HookT2
Trinket Hooks,Trinket Hooks,0,Item Category,icons/items/drawing/refiningreagents
earringtopazt5,Insulated Pristine Topaz Earring,1,Armor,EarringTopazT5
earringtopazt4,Insulated Brilliant Topaz Earring,1,Armor,EarringTopazT4
earringtopazt3,Insulated Topaz Earring,1,Armor,EarringTopazT3
earringtopazt2,Insulated Flawed Topaz Earring,1,Armor,EarringTopazT2
earringsapphiret5,Empowered Pristine Sapphire Earring,1,Armor,EarringSapphireT5
earringsapphiret4,Empowered Brilliant Sapphire Earring,1,Armor,EarringSapphireT4
earringsapphiret3,Empowered Sapphire Earring,1,Armor,EarringSapphireT3
earringsapphiret2,Empowered Flawed Sapphire Earring,1,Armor,EarringSapphireT2
earringrubyt5,Fireproof Pristine Ruby Earring,1,Armor,EarringRubyT5
earringrubyt4,Fireproof Brilliant Ruby Earring,1,Armor,EarringRubyT4
earringrubyt3,Fireproof Ruby Earring,1,Armor,EarringRubyT3
earringrubyt2,Fireproof Flawed Ruby Earring,1,Armor,EarringRubyT2
earringpearlt5,Pristine Pearl Earring,1,Armor,EarringPearlT5
earringpearlt4,Brilliant Pearl Earring,1,Armor,EarringPearlT4
earringpearlt3,Pearl Earring,1,Armor,EarringPearlT3
earringpearlt2,Flawed Pearl Earring,1,Armor,EarringPearlT2
earringopalt5,Imbued Pristine Opal Earring,1,Armor,EarringOpalT5
earringopalt4,Imbued Brilliant Opal Earring,1,Armor,EarringOpalT4
earringopalt3,Imbued Opal Earring,1,Armor,EarringOpalT3
earringopalt2,Imbued Flawed Opal Earring,1,Armor,EarringOpalT2
earringonyxt5,Reinforced Pristine Onyx Earring,1,Armor,EarringOnyxT5
earringonyxt4,Reinforced Brilliant Onyx Earring,1,Armor,EarringOnyxT4
earringonyxt3,Reinforced Onyx Earring,1,Armor,EarringOnyxT3
earringonyxt2,Reinforced Flawed Onyx Earring,1,Armor,EarringOnyxT2
earringmoonstonet5,Burnished Pristine Moonstone Earring,1,Armor,EarringMoonstoneT5
earringmoonstonet4,Burnished Brilliant Moonstone Earring,1,Armor,EarringMoonstoneT4
earringmoonstonet3,Burnished Moonstone Earring,1,Armor,EarringMoonstoneT3
earringmoonstonet2,Burnished Flawed Moonstone Earring,1,Armor,EarringMoonstoneT2
earringmalachitet5,Spectral Pristine Malachite Earring,1,Armor,EarringMalachiteT5
earringmalachitet4,Spectral Brilliant Malachite Earring,1,Armor,EarringMalachiteT4
earringmalachitet3,Spectral Malachite Earring,1,Armor,EarringMalachiteT3
earringmalachitet2,Spectral Flawed Malachite Earring,1,Armor,EarringMalachiteT2
earringjaspert5,Padded Pristine Jasper Earring,1,Armor,EarringJasperT5
earringjaspert4,Padded Brilliant Jasper Earring,1,Armor,EarringJasperT4
earringjaspert3,Padded Jasper Earring,1,Armor,EarringJasperT3
earringjaspert2,Padded Flawed Jasper Earring,1,Armor,EarringJasperT2
earringemeraldt5,Tempered Pristine Emerald Earring,1,Armor,EarringEmeraldT5
earringemeraldt4,Tempered Brilliant Emerald Earring,1,Armor,EarringEmeraldT4
earringemeraldt3,Tempered Emerald Earring,1,Armor,EarringEmeraldT3
earringemeraldt2,Tempered Flawed Emerald Earring,1,Armor,EarringEmeraldT2
earringdiamondt5,Primeval Pristine Diamond Earring,1,Armor,EarringDiamondT5
earringdiamondt4,Primeval Brilliant Diamond Earring,1,Armor,EarringDiamondT4
earringdiamondt3,Primeval Diamond Earring,1,Armor,EarringDiamondT3
earringdiamondt2,Primeval Flawed Diamond Earring,1,Armor,EarringDiamondT2
earringcarneliant5,Pristine Carnelian Earring,1,Armor,EarringTopazT5
earringcarneliant4,Brilliant Carnelian Earring,1,Armor,EarringTopazT4
earringcarneliant3,Carnelian Earring,1,Armor,EarringTopazT3
earringcarneliant2,Flawed Carnelian Earring,1,Armor,EarringTopazT2
earringaquamarinet5,Iceproof Pristine Aquamarine Earring,1,Armor,EarringAquamarineT5
earringaquamarinet4,Iceproof Brilliant Aquamarine Earring,1,Armor,EarringAquamarineT4
earringaquamarinet3,Iceproof Aquamarine Earring,1,Armor,EarringAquamarineT3
earringaquamarinet2,Iceproof Flawed Aquamarine Earring,1,Armor,EarringAquamarineT2
earringamethystt5,Abyssal Pristine Amethyst Earring,1,Armor,EarringAmethystT5
earringamethystt4,Abyssal Brilliant Amethyst Earring,1,Armor,EarringAmethystT4
earringamethystt3,Abyssal Amethyst Earring,1,Armor,EarringAmethystT3
earringamethystt2,Abyssal Flawed Amethyst Earring,1,Armor,EarringAmethystT2
earringambert5,Arboreal Pristine Amber Earring,1,Armor,EarringTopazT5
earringambert4,Arboreal Brilliant Amber Earring,1,Armor,EarringTopazT4
earringambert3,Arboreal Amber Earring,1,Armor,EarringTopazT3
earringambert2,Arboreal Flawed Amber Earring,1,Armor,EarringTopazT2
Tier 5 Offensive Reagents,Tier 5 Offensive Reagents,0,Item Category,icons/items/drawing/refiningreagents
coatinglostt5,Infused Lost Coating,0,Consumable,CoatingLostT5
starfisht1,Starfish,2,Resource,StarfishT1
Tier 4 Offensive Reagents,Tier 4 Offensive Reagents,2,Item Category,icons/items/drawing/refiningreagents
coatinglostt4,Powerful Lost Coating,0,Consumable,CoatingLostT4
fungalslimet1,Fungal Slime,1,Resource,FungalSlimeT1
Tier 3 Offensive Reagents,Tier 3 Offensive Reagents,1,Item Category,icons/items/drawing/refiningreagents
coatinglostt3,Strong Lost Coating,0,Consumable,CoatingLostT3
Tier 2 Offensive Reagents,Tier 2 Offensive Reagents,0,Item Category,icons/items/drawing/refiningreagents
coatinglostt2,Common Lost Coating,0,Consumable,CoatingLostT2
coatingcorruptedt5,Infused Corrupted Coating,0,Consumable,CoatingCorruptedT5
coatingcorruptedt4,Powerful Corrupted Coating,0,Consumable,CoatingCorruptedT4
coatingcorruptedt3,Strong Corrupted Coating,0,Consumable,CoatingCorruptedT3
coatingcorruptedt2,Common Corrupted Coating,0,Consumable,CoatingCorruptedT2
coatingbeastt5,Infused Beast Coating,0,Consumable,CoatingBeastT5
coatingbeastt4,Powerful Beast Coating,0,Consumable,CoatingBeastT4
coatingbeastt3,Strong Beast Coating,0,Consumable,CoatingBeastT3
coatingbeastt2,Common Beast Coating,0,Consumable,CoatingBeastT2
coatingangryeartht5,Infused Angry Earth Coating,0,Consumable,CoatingAngryEarthT5
coatingangryeartht4,Powerful Angry Earth Coating,0,Consumable,CoatingAngryEarthT4
coatingangryeartht3,Strong Angry Earth Coating,0,Consumable,CoatingAngryEarthT3
coatingangryeartht2,Common Angry Earth Coating,0,Consumable,CoatingAngryEarthT2
coatingancientt5,Infused Ancient Coating,0,Consumable,CoatingAncientT5
coatingancientt4,Powerful Ancient Coating,0,Consumable,CoatingAncientT4
coatingancientt3,Strong Ancient Coating,0,Consumable,CoatingAncientT3
coatingancientt2,Common Ancient Coating,0,Consumable,CoatingAncientT2
lightlegs_clotht5,Infused Silk Pants,0,Armor,LightLegsAT5
lightlegs_clotht4,Silk Pants,0,Armor,LightLegsAT4
lightlegs_clotht3,Sateen Pants,0,Armor,LightLegsAT3
lightlegs_clotht2,Linen Pants,0,Armor,LightLegsAT2
lighthead_clotht5,Infused Silk Hat,0,Armor,LightHeadAT5
lighthead_clotht4,Silk Hat,0,Armor,LightHeadAT4
lighthead_clotht3,Sateen Hat,0,Armor,LightHeadAT3
lighthead_clotht2,Linen Hat,0,Armor,LightHeadAT2
lighthands_clotht5,Infused Silk Gloves,0,Armor,LightHandsAT5
lighthands_clotht4,Silk Gloves,0,Armor,LightHandsAT4
lighthands_clotht3,Sateen Gloves,0,Armor,LightHandsAT3
lighthands_clotht2,Linen Gloves,0,Armor,LightHandsAT2
lightfeet_clotht5,Infused Silk Shoes,0,Armor,LightFeetAT5
lightfeet_clotht4,Silk Shoes,0,Armor,LightFeetAT4
lightfeet_clotht3,Sateen Shoes,0,Armor,LightFeetAT3
lightfeet_clotht2,Linen Shoes,0,Armor,LightFeetAT2
lightchest_clotht5,Infused Silk Shirt,0,Armor,LightChestAT5
lightchest_clotht4,Silk Shirt,0,Armor,LightChestAT4
lightchest_clotht3,Sateen Shirt,0,Armor,LightChestAT3
lightchest_clotht2,Linen Shirt,0,Armor,LightChestAT2
2hbowt5,Ironwood Bow,0,Weapon,2hBowT5
2hbowt4,Wyrdwood Bow,0,Weapon,2hBowT4
2hbowt3,Lacquered Wood Bow,0,Weapon,2hBowT3
2hbowt2,Treated Wood Bow,0,Weapon,2hBowT2
holdingrunet5,Grand Rune of Holding,3,Resource,HoldingRuneT5
bagat5,Infused Leather Adventurer's Satchel,0,Armor,BagAT5
holdingrunet4,Greater Rune of Holding,2,Resource,HoldingRuneT4
bagat4,Layered Leather Adventurer's Satchel,0,Armor,BagAT4
holdingrunet3,Major Rune of Holding,1,Resource,HoldingRuneT3
bagat3,Rugged Leather Adventurer's Satchel,0,Armor,BagAT3
holdingrunet2,Minor Rune of Holding,0,Resource,HoldingRuneT2
bagat2,Coarse Leather Adventurer's Satchel,0,Armor,BagAT2
trinket_chaint2,Silver Chain,0,Resource,Trinket_ChainT2
Trinket Chains,Trinket Chains,0,Item Category,icons/items/drawing/refiningreagents
amulettopazt5,Insulated Pristine Topaz Amulet,1,Armor,AmuletTopazT5
amulettopazt4,Insulated Brilliant Topaz Amulet,1,Armor,AmuletTopazT4
amulettopazt3,Insulated Topaz Amulet,1,Armor,AmuletTopazT3
amulettopazt2,Insulated Flawed Topaz Amulet,1,Armor,AmuletTopazT2
amuletsapphiret5,Empowered Pristine Sapphire Amulet,1,Armor,AmuletSapphireT5
amuletsapphiret4,Empowered Brilliant Sapphire Amulet,1,Armor,AmuletSapphireT4
amuletsapphiret3,Empowered Sapphire Amulet,1,Armor,AmuletSapphireT3
amuletrubyt5,Fireproof Pristine Ruby Amulet,1,Armor,AmuletRubyT5
amuletrubyt4,Fireproof Brilliant Ruby Amulet,1,Armor,AmuletRubyT4
amuletrubyt3,Fireproof Ruby Amulet,1,Armor,AmuletRubyT3
amuletpearlt5,Pristine Pearl Amulet,1,Armor,AmuletPearlT5
amuletpearlt4,Brilliant Pearl Amulet,1,Armor,AmuletPearlT4
amuletpearlt3,Pearl Amulet,1,Armor,AmuletPearlT3
amuletpearlt2,Flawed Pearl Amulet,1,Armor,AmuletPearlT2
amuletopalt5,Imbued Pristine Opal Amulet,1,Armor,AmuletOpalT5
amuletopalt4,Imbued Brilliant Opal Amulet,1,Armor,AmuletOpalT4
amuletopalt3,Imbued Opal Amulet,1,Armor,AmuletOpalT3
amuletonyxt5,Reinforced Pristine Onyx Amulet,1,Armor,AmuletOnyxT5
amuletonyxt4,Reinforced Brilliant Onyx Amulet,1,Armor,AmuletOnyxT4
amuletonyxt3,Reinforced Onyx Amulet,1,Armor,AmuletOnyxT3
amuletmoonstonet5,Burnished Pristine Moonstone Amulet,1,Armor,AmuletMoonstoneT5
amuletmoonstonet4,Burnished Brilliant Moonstone Amulet,1,Armor,AmuletMoonstoneT4
amuletmoonstonet3,Burnished Moonstone Amulet,1,Armor,AmuletMoonstoneT3
amuletmoonstonet2,Burnished Flawed Moonstone Amulet,1,Armor,AmuletMoonstoneT2
amuletmalachitet5,Spectral Pristine Malachite Amulet,1,Armor,AmuletMalachiteT5
amuletmalachitet4,Spectral Brilliant Malachite Amulet,1,Armor,AmuletMalachiteT4
amuletmalachitet3,Spectral Malachite Amulet,1,Armor,AmuletMalachiteT3
amuletmalachitet2,Spectral Flawed Malachite Amulet,1,Armor,AmuletMalachiteT2
amuletjaspert5,Padded Pristine Jasper Amulet,1,Armor,AmuletJasperT5
amuletjaspert4,Padded Brilliant Jasper Amulet,1,Armor,AmuletJasperT4
amuletjaspert3,Padded Jasper Amulet,1,Armor,AmuletJasperT3
amuletjaspert2,Padded Flawed Jasper Amulet,1,Armor,AmuletJasperT2
amuletemeraldt5,Tempered Pristine Emerald Amulet,1,Armor,AmuletEmeraldT5
amuletemeraldt4,Tempered Brilliant Emerald Amulet,1,Armor,AmuletEmeraldT4
amuletemeraldt3,Tempered Emerald Amulet,1,Armor,AmuletEmeraldT3
amuletemeraldt2,Tempered Flawed Emerald Amulet,1,Armor,AmuletEmeraldT2
amuletdiamondt5,Primeval Pristine Diamond Amulet,1,Armor,AmuletDiamondT5
amuletdiamondt4,Primeval Brilliant Diamond Amulet,1,Armor,AmuletDiamondT4
amuletdiamondt3,Primeval Diamond Amulet,1,Armor,AmuletDiamondT3
amuletdiamondt2,Primeval Flawed Diamond Amulet,1,Armor,AmuletDiamondT2
amuletcarneliant5,Pristine Carnelian Amulet,1,Armor,AmuletTopazT5
amuletcarneliant4,Brilliant Carnelian Amulet,1,Armor,AmuletTopazT4
amuletcarneliant3,Carnelian Amulet,1,Armor,AmuletTopazT3
amuletcarneliant2,Flawed Carnelian Amulet,1,Armor,AmuletTopazT2
amuletaquamarinet5,Iceproof Pristine Aquamarine Amulet,1,Armor,AmuletAquamarineT5
amuletaquamarinet4,Iceproof Brilliant Aquamarine Amulet,1,Armor,AmuletAquamarineT4
amuletaquamarinet3,Iceproof Aquamarine Amulet,1,Armor,AmuletAquamarineT3
amuletamethystt5,Abyssal Pristine Amethyst Amulet,1,Armor,AmuletAmethystT5
amuletamethystt4,Abyssal Brilliant Amethyst Amulet,1,Armor,AmuletAmethystT4
amuletamethystt3,Abyssal Amethyst Amulet,1,Armor,AmuletAmethystT3
amuletamethystt2,Abyssal Flawed Amethyst Amulet,1,Armor,AmuletAmethystT2
amuletambert5,Arboreal Pristine Amber Amulet,1,Armor,AmuletMalachiteT5
amuletambert4,Arboreal Brilliant Amber Amulet,1,Armor,AmuletMalachiteT4
amuletambert3,Arboreal Amber Amulet,1,Armor,AmuletMalachiteT3
amuletambert2,Arboreal Flawed Amber Amulet,1,Armor,AmuletMalachiteT2
2hgreataxet5,Orichalcum Great Axe,0,Weapon,2hGreatAxeT5
2hgreataxet4,Starmetal Great axe,0,Weapon,2hGreatAxeT4
2hgreataxet3,Steel Great Axe,0,Weapon,2hGreatAxeT3
2hgreataxet2,Iron Great Axe,0,Weapon,2hGreatAxeT2
workorder_precisiontoolst5,Orichalcum Precision Tools,0,Resource,ClaimCharterT1
precisiontoolst5,Premium Precision Tools,0,Resource,PrecisionToolsT5
workorder_precisiontoolst4,Starmetal Precision Tools,0,Resource,ClaimCharterT1
precisiontoolst4,Advanced Precision Tools,0,Resource,PrecisionToolsT4
workorder_precisiontoolst3,Steel Precision Tools,0,Resource,ClaimCharterT1
precisiontoolst3,Standard Precision Tools,0,Resource,PrecisionToolsT3
workorder_precisiontoolst2,Iron Precision Tools,0,Resource,ClaimCharterT1
precisiontoolst2,Basic Precision Tools,0,Resource,PrecisionToolsT2
workorder_practicedummyt5,Practice Golem,0,Resource,ClaimCharterT1
practicedummyt5,Premium Practice Dummy,0,Resource,PracticeDummyT5
workorder_practicedummyt4,Advanced Practice Dummy,0,Resource,ClaimCharterT1
practicedummyt4,Advanced Practice Dummy,0,Resource,PracticeDummyT4
workorder_practicedummyt3,Complex Practice Dummy,0,Resource,ClaimCharterT1
practicedummyt3,Standard Practice Dummy,0,Resource,PracticeDummyT3
workorder_practicedummyt2,Basic Practice Dummy,0,Resource,ClaimCharterT1
practicedummyt2,Basic Practice Dummy,0,Resource,PracticeDummyT2
potionfamilywardlostt5,Infused Lost Ward Potion,0,Consumable,WardLostT5
potionfamilywardlostt4,Powerful Lost Ward Potion,0,Consumable,WardLostT4
potionfamilywardlostt3,Strong Lost Ward Potion,0,Consumable,WardLostT3
potionfamilywardcorruptedt5,Infused Corrupted Ward Potion,0,Consumable,WardCorruptedT5
potionfamilywardcorruptedt4,Powerful Corrupted Ward Potion,0,Consumable,WardCorruptedT4
potionfamilywardcorruptedt3,Strong Corrupted Ward Potion,0,Consumable,WardCorruptedT3
potionfamilywardbeastt5,Infused Beast Ward Potion,0,Consumable,WardBeastT5
potionfamilywardbeastt4,Powerful Beast Ward Potion,0,Consumable,WardBeastT4
potionfamilywardbeastt3,Strong Beast Ward Potion,0,Consumable,WardBeastT3
potionfamilywardangryeartht5,Infused Angry Earth Ward Potion,0,Consumable,WardAngryEarthT5
potionfamilywardangryeartht4,Powerful Angry Earth Ward Potion,0,Consumable,WardAngryEarthT4
potionfamilywardangryeartht3,Strong Angry Earth Ward Potion,0,Consumable,WardAngryEarthT3
potionfamiliywardancientt5,Infused Ancient Ward Potion,0,Consumable,WardAncientT5
potionfamiliywardancientt4,Powerful Ancient Ward Potion,0,Consumable,WardAncientT4
potionfamiliywardancientt3,Strong Ancient Ward Potion,0,Consumable,WardAncientT3
flourt1,Flour,0,Resource,FlourT1
workorder_partyspreadt5,Elegant Party Spread,0,Resource,ClaimCharterT1
partyspreadt5,Royal Party Spread,0,Resource,PartySpreadT5
workorder_partyspreadt4,Large Party Spread,0,Resource,ClaimCharterT1
partyspreadt4,Opulent Party Spread,0,Resource,PartySpreadT4
workorder_partyspreadt3,Small Party Spread,0,Resource,ClaimCharterT1
partyspreadt3,Fancy Party Spread,0,Resource,PartySpreadT3
workorder_partyspreadt2,Basic Party Spread,0,Resource,ClaimCharterT1
partyspreadt2,Simple Party Spread,0,Resource,PartySpreadT2
opalt3,Brilliant Opal,2,Resource,OpalT3
opalt4,Pristine Opal,3,Resource,OpalT4
opalt2,Opal,1,Resource,OpalT2
opalt1,Flawed Opal,0,Resource,OpalT1
onyxt3,Brilliant Onyx,2,Resource,OnyxT3
onyxt4,Pristine Onyx,3,Resource,OnyxT4
onyxt2,Onyx,1,Resource,OnyxT2
onyxt1,Flawed Onyx,0,Resource,OnyxT1
oakfleshbalmt5,Powerful Oakflesh Balm,0,Consumable,OakfleshBalmT5
oakfleshbalmt4,Strong Oakflesh Balm,0,Consumable,OakfleshBalmT4
oakfleshbalmt3,Common Oakflesh Balm,0,Consumable,OakfleshBalmT3
oakfleshbalmt2,Weak Oakflesh Balm,0,Consumable,OakfleshBalmT2
workorder_nailst5,Orichalcum Nails,0,Resource,ClaimCharterT1
nailst5,Orichalcum Nails,0,Resource,NailsT5
workorder_nailst4,Starmetal Nails,0,Resource,ClaimCharterT1
nailst4,Starmetal Nails,0,Resource,NailsT4
workorder_nailst3,Steel Nails,0,Resource,ClaimCharterT1
nailst3,Steel Nails,0,Resource,NailsT3
workorder_nailst2,Iron Nails,0,Resource,ClaimCharterT1
nailst2,Iron Nails,0,Resource,NailsT2
moonstonet3,Brilliant Moonstone,2,Resource,MoonstoneT3
moonstonet4,Pristine Moonstone,3,Resource,MoonstoneT4
moonstonet2,Moonstone,1,Resource,MoonstoneT2
moonstonet1,Flawed Moonstone,0,Resource,MoonstoneT1
clawt5,Infused Claw,3,Resource,ClawT5
voidbentingot,Voidbent Ingot,4,Resource,VoidbentIngot
fangt4,Infused Fang,3,Resource,FangT4
mediumlegs_voidbentt5,Voidbent Leggings,4,Armor,m_voidbentmedium_legs
azoth_currency,azoth_currency,-1,currency,None
syndicateseal_occultist,Syndicate Occultist Seal,1,Resource,SyndicateSeal_Occultist
mediumlegs_syndicaterank5,Reinforced Syndicate Alchemist Pants of the Brigand,2,Armor,Legs_DemonHunter3T2
mediumlegs_syndicaterank5_occultist,Syndicate Alchemist Pants of the Occultist,2,Armor,Legs_DemonHunter3T2
syndicateseal_cleric,Syndicate Cleric Seal,1,Resource,SyndicateSeal_Cleric
mediumlegs_syndicaterank5_cleric,Syndicate Alchemist Pants of the Cleric,2,Armor,Legs_DemonHunter3T2
syndicateseal_barbarian,Syndicate Barbarian Seal,1,Resource,SyndicateSeal_Barbarian
mediumlegs_syndicaterank5_barbarian,Syndicate Alchemist Pants of the Barbarian,2,Armor,Legs_DemonHunter3T2
mediumlegs_syndicaterank4,Reinforced Syndicate Cabalist Pants of the Brigand,2,Armor,Legs_DemonHunter3T2
mediumlegs_syndicaterank4_occultist,Syndicate Cabalist Pants of the Occultist,3,Armor,Legs_DemonHunter3T2
mediumlegs_syndicaterank4_cleric,Syndicate Cabalist Pants of the Cleric,3,Armor,Legs_DemonHunter3T2
mediumlegs_syndicaterank4_barbarian,Syndicate Cabalist Pants of the Barbarian,3,Armor,Legs_DemonHunter3T2
mediumlegs_syndicaterank3,Reinforced Syndicate Chronicler Pants of the Brigand,2,Armor,Legs_DemonHunter3T2
mediumlegs_syndicaterank3_occultist,Syndicate Chronicler Pants of the Occultist,3,Armor,Legs_DemonHunter3T2
