ID,Label,Rarity,Value
workorder_faction_provisions05_t5,Cooking Recipe,0,1
workorder_faction_provisions05_t4,Cooking Recipe,0,1
workorder_faction_provisions05_t3,Cooking Recipe,0,1
workorder_faction_provisions05_t2,Cooking Recipe,0,1
workorder_faction_provisions04_t5,Cooking Recipe,0,1
workorder_faction_provisions04_t4,Cooking Recipe,0,1
workorder_faction_provisions04_t3,Cooking Recipe,0,1
workorder_faction_provisions04_t2,Cooking Recipe,0,1
workorder_faction_provisions03_t5,Cooking Recipe,0,1
workorder_faction_provisions03_t4,Cooking Recipe,0,1
workorder_faction_provisions03_t3,Cooking Recipe,0,1
workorder_faction_provisions03_t2,Cooking Recipe,0,1
workorder_faction_provisions03_t1,Cooking Recipe,0,1
workorder_faction_provisions02_t5,Cooking Recipe,0,1
workorder_faction_provisions02_t4,Cooking Recipe,0,1
workorder_faction_provisions02_t3,Cooking Recipe,0,1
workorder_faction_provisions02_t2,Cooking Recipe,0,1
workorder_faction_provisions02_t1,Cooking Recipe,0,1
workorder_faction_provisions01_t5,Cooking Recipe,0,1
workorder_faction_provisions01_t4,Cooking Recipe,0,1
workorder_faction_provisions01_t3,Cooking Recipe,0,1
workorder_faction_provisions01_t2,Cooking Recipe,0,1
workorder_faction_provisions01_t1,Cooking Recipe,0,1
workorder_faction_armorset07_t5,Armorsmithing Work Order,0,1
workorder_faction_armorset07_t4,Armorsmithing Work Order,0,1
workorder_faction_armorset07_t3,Armorsmithing Work Order,0,1
workorder_faction_armorset07_t2,Armorsmithing Work Order,0,1
oret1,Iron Ore,1,3
rawhidet1,Rawhide,1,3
workorder_faction_armorset06_t5,Armorsmithing Work Order,0,1
workorder_faction_armorset06_t4,Armorsmithing Work Order,0,1
workorder_faction_armorset06_t3,Armorsmithing Work Order,0,1
workorder_faction_armorset06_t2,Armorsmithing Work Order,0,1
workorder_faction_armorset05_t5,Armorsmithing Work Order,0,1
workorder_faction_armorset05_t4,Armorsmithing Work Order,0,1
workorder_faction_armorset05_t3,Armorsmithing Work Order,0,1
workorder_faction_armorset05_t2,Armorsmithing Work Order,0,1
workorder_faction_armorset04_t5,Armorsmithing Work Order,0,1
workorder_faction_armorset04_t4,Armorsmithing Work Order,0,1
workorder_faction_armorset04_t3,Armorsmithing Work Order,0,1
workorder_faction_armorset04_t2,Armorsmithing Work Order,0,1
workorder_faction_armorset03_t5,Armorsmithing Work Order,0,1
workorder_faction_armorset03_t4,Armorsmithing Work Order,0,1
workorder_faction_armorset03_t3,Armorsmithing Work Order,0,1
workorder_faction_armorset03_t2,Armorsmithing Work Order,0,1
workorder_faction_armorset02_t5,Armorsmithing Work Order,0,1
workorder_faction_armorset02_t4,Armorsmithing Work Order,0,1
workorder_faction_armorset02_t3,Armorsmithing Work Order,0,1
workorder_faction_armorset02_t2,Armorsmithing Work Order,0,1
workorder_faction_armorset01_t5,Armorsmithing Work Order,0,1
workorder_faction_armorset01_t4,Armorsmithing Work Order,0,1
workorder_faction_armorset01_t3,Armorsmithing Work Order,0,1
workorder_faction_armorset01_t2,Armorsmithing Work Order,0,1
workorder_faction_armaments10_t5,Weaponsmithing Work Order,0,1
workorder_faction_armaments10_t4,Weaponsmithing Work Order,0,1
workorder_faction_armaments10_t3,Weaponsmithing Work Order,0,1
workorder_faction_armaments10_t2,Weaponsmithing Work Order,0,1
woodt1,Green Wood,1,3
workorder_faction_armaments09_t5,Weaponsmithing Work Order,0,1
workorder_faction_armaments09_t4,Weaponsmithing Work Order,0,1
workorder_faction_armaments09_t3,Weaponsmithing Work Order,0,1
workorder_faction_armaments09_t2,Weaponsmithing Work Order,0,1
workorder_faction_armaments08_t5,Weaponsmithing Work Order,0,1
workorder_faction_armaments08_t4,Weaponsmithing Work Order,0,1
workorder_faction_armaments08_t3,Weaponsmithing Work Order,0,1
workorder_faction_armaments08_t2,Weaponsmithing Work Order,0,1
workorder_faction_armaments07_t5,Weaponsmithing Work Order,0,1
workorder_faction_armaments07_t4,Weaponsmithing Work Order,0,1
workorder_faction_armaments07_t3,Weaponsmithing Work Order,0,1
workorder_faction_armaments07_t2,Weaponsmithing Work Order,0,1
workorder_faction_armaments06_t5,Weaponsmithing Work Order,0,1
workorder_faction_armaments06_t4,Weaponsmithing Work Order,0,1
workorder_faction_armaments06_t3,Weaponsmithing Work Order,0,1
workorder_faction_armaments06_t2,Weaponsmithing Work Order,0,1
workorder_faction_armaments05_t5,Weaponsmithing Work Order,0,1
workorder_faction_armaments05_t4,Weaponsmithing Work Order,0,1
workorder_faction_armaments05_t3,Weaponsmithing Work Order,0,1
workorder_faction_armaments05_t2,Weaponsmithing Work Order,0,1
workorder_faction_armaments04_t5,Weaponsmithing Work Order,0,1
workorder_faction_armaments04_t4,Weaponsmithing Work Order,0,1
workorder_faction_armaments04_t3,Weaponsmithing Work Order,0,1
workorder_faction_armaments04_t2,Weaponsmithing Work Order,0,1
workorder_faction_armaments03_t5,Weaponsmithing Work Order,0,1
workorder_faction_armaments03_t4,Weaponsmithing Work Order,0,1
workorder_faction_armaments03_t3,Weaponsmithing Work Order,0,1
workorder_faction_armaments03_t2,Weaponsmithing Work Order,0,1
workorder_faction_armaments02_t5,Weaponsmithing Work Order,0,1
workorder_faction_armaments02_t4,Weaponsmithing Work Order,0,1
workorder_faction_armaments02_t3,Weaponsmithing Work Order,0,1
workorder_faction_armaments02_t2,Weaponsmithing Work Order,0,1
workorder_faction_armaments01_t5,Weaponsmithing Work Order,0,1
workorder_faction_armaments01_t4,Weaponsmithing Work Order,0,1
workorder_faction_armaments01_t3,Weaponsmithing Work Order,0,1
workorder_faction_armaments01_t2,Weaponsmithing Work Order,0,1
emeraldt3,Brilliant Emerald,2,14
emeraldt2,Emerald,1,7
emeraldt1,Flawed Emerald,1,3
emeraldt4,Pristine Emerald,3,47
pigmentmagenta,Magenta Pigment,0,1
pigmentwhite,White Pigment,0,1
pigmentblack,Black Pigment,0,1
pigmentpurple,Purple Pigment,0,1
pigmentbrown,Brown Pigment,0,1
pigmentcyan,Cyan Pigment,0,1
pigmentturquoise,Turquoise Pigment,0,1
pigmentorange,Orange Pigment,0,1
workorder_dispellingkitt5,Intricate Dispelling Kit,5,243
workorder_dispellingkitt4,Advanced Dispelling Kit,4,81
workorder_dispellingkitt3,Complex Dispelling Kit,3,27
workorder_dispellingkitt2,Basic Dispelling Kit,2,9
diamondt3,Brilliant Diamond,2,14
diamondt2,Diamond,1,7
diamondt1,Flawed Diamond,1,3
diamondt4,Pristine Diamond,3,47
dexstrbonust3,Layered Leather Scourge,1,192
dexstrbonust2,Rugged Leather Scourge,1,30
dexstrbonust1,Rough Leather Scourge,1,3
dexintbonust3,Fish Fang,1,192
dexintbonust2,Fanged Jaw,1,30
dexintbonust1,Fish Guts,1,3
dexfocbonust3,Starmetal Corrupted Casing,1,192
dexfocbonust2,Steel Corrupted Casing,1,30
dexfocbonust1,Iron Corrupted Casing,1,3
dexconbonust3,Starmetal Hook,1,192
dexconbonust2,Steel Hook,1,30
dexconbonust1,Iron Hook,1,3
dexbonust3,Layered Leather Beaded Straps,1,192
dexbonust2,Rugged Leather Beaded Straps,1,30
dexbonust1,Rough Leather Beaded Straps,1,3
constrbonust3,Charged Quartz Crystal,1,192
constrbonust2,Large Quartz Crystal,1,30
constrbonust1,Small Quartz Crystal,1,3
conintbonust3,Large Dryad Vine,1,192
conintbonust2,Young Dryad Vine,1,30
conintbonust1,Dead Dryad Vine,1,3
confocbonust3,Glowing Dryad Sap,1,192
confocbonust2,Vial of Dryad Sap,1,30
confocbonust1,Dried Dryad Sap,1,3
condexbonust3,Strong Animal Bone,1,192
condexbonust2,Large Animal Bone,1,30
condexbonust1,Small Animal Bone,1,3
conbonust3,Starmetal Guardsman's Insignia,1,192
conbonust2,Steel Guardsman's Insignia,1,30
conbonust1,Iron Guardsman's Insignia,1,3
workorder_compasst5,Work Order: Orichalcum Compass,5,243
workorder_compasst4,Work Order: Starmetal Compass,4,81
workorder_compasst3,Work Order: Steel Compass,3,27
workorder_compasst2,Work Order: Iron Compass,2,9
Cloth Weave,Cloth Weave,0,1
carneliant3,Brilliant Carnelian,2,14
carneliant2,Carnelian,1,7
carneliant1,Flawed Carnelian,1,3
carneliant4,Pristine Carnelian,3,47
workorder_brewkegt5,Party Keg of Brew,5,243
workorder_brewkegt4,Large Keg of Brew,4,81
workorder_brewkegt3,Small Keg of Brew,3,27
workorder_brewkegt2,Pony Keg of Brew,2,9
workorder_1310_1314_l40bow_huntress,Huntress Work Order,0,1
1310_1314_ancientwood,Ancient Wood,0,1
1310_1314_wyrdwoodresin,Wyrdwood Resin,0,1
1310_1314_hawkfeathers,Hawk Feather,0,1
1310_1314_luckyrabbitsfoot,Lucky Rabbit's Foot,0,1
lodestonedeatht1,Putrid Lodestone,1,3
stonet4,Lodestone,4,81
lodestoneeartht1,Loamy Lodestone,1,3
workorder_bellowst5,Double-Braced Bellows,5,243
workorder_bellowst4,Reinforced Bellows,4,81
workorder_bellowst3,Common Bellows,3,27
workorder_bellowst2,Simple Bellows,2,9
Fish,Fish,0,1
workorder_armamentst5,Crate of Orichalcum Armaments,5,243
workorder_armamentst4,Crate of Starmetal Armamaents,4,81
workorder_armamentst3,Crate of Steel Armaments,3,27
workorder_armamentst2,Crate of Iron Armaments,2,9
workorder_arcanereactort5,Work Order: Intricate Arcane Reactor,5,243
workorder_arcanereactort4,Work Order: Advanced Arcane Reactor,4,81
workorder_arcanereactort3,Work Order: Complex Arcane Reactor,3,27
workorder_arcanereactort2,Work Order: Basic Arcane Reactor,2,9
aquamarinet3,Brilliant Aquamarine,2,14
aquamarinet2,Aquamarine,1,7
aquamarinet1,Flawed Aquamarine,1,3
aquamarinet4,Pristine Aquamarine,3,47
workorder_appetizert5,Elegant Appetizer,5,243
workorder_appetizert4,Large Appetizer,4,81
workorder_appetizert3,Small Appetizer,3,27
workorder_appetizert2,Basic Appetizer,2,9
amethystt3,Brilliant Amethyst,2,14
amethystt2,Amethyst,1,7
amethystt1,Flawed Amethyst,1,3
amethystt4,Pristine Amethyst,3,47
ambert3,Brilliant Amber,2,14
ambert2,Amber,1,7
ambert1,Flawed Amber,1,3
ambert4,Pristine Amber,3,47
9907_0053_plantfood_msq_recipe,A recipe for plant food,0,1
earthspinet2,Earthspine Leaf,2,9
dragongloryt3,Dragonglory Flower,3,27
fungalsporest1,Fungal Spores,1,3
lodestoneairt1,Shocking Lodestone,1,3
putridbarkt1,Putrid Bark,1,3
metallicboneweavet1,Metallic Boneweave,1,3
jadetalismant1,Jade Talisman,1,3
corruptedtreatiset1,Corrupted Treatise,1,3
mutagentancientt1,Vial of Ancient Mutagen,1,3
mutagenlostt1,Vial Of Ectoplasmic Mutagen,1,3
timbert51,Glittering Ebony,3,1818
empoweredcounterbalancet5,Empowered Counterbalance,5,243
scalingpowdert1,Scaling Powder,1,3
azuritechunkt1,Azurite Chunk,1,3
shifthidet1,Shifthide,1,3
blessedcruciblet1,Blessed Crucible,1,3
brightscalehidet1,Brightscale Hide,1,3
faeiront1,Fae Iron,1,3
voidsteelt1,Voidmetal,1,3
corecrystallifet5,Life Crystal Core,5,243
scalecordt1,Scalecord,1,3
blessedsceptert1,Blessed Scepter,1,3
glintwoolt1,Glintstrands,1,3
corecrystalfiret5,Fire Crystal Core,5,243
petrifiedwoodt1,Petrified Wood,1,3
whisperwoodt1,Whisperwood,1,3
petrifiedfiret1,Petrified Fire,1,3
ebonwoodt1,Ebonwood,1,3
quillbarkt1,Quillbark,1,3
embossedwrappingt5,Embossed Wrapping,5,243
witheredbought1,Withered Bough,1,3
intricatelockt5,Intricate Firearm Lock,5,243
fragmentedmuskett1,Fragmented Musket,1,3
ancientbearingt1,Ancient Bearing,1,3
enchantedbowstringt5,Enchanted Bow String,5,243
splinteredbowt1,Splintered Bow,1,3
brokenhatchett1,Broken Hatchet,1,3
emblemoffortitudet1,Emblem of Fortitude,1,3
etchedhandguardt5,Etched Handguard,5,243
serpentinehandguardt1,Serpentine Handguard,1,3
shatteredswordt1,Shattered Sword,1,3
crestoffortitudet1,Crest of Fortitude,1,3
corecrystalicet5,Ice Crystal Core,5,243
eternalicet1,Eternal Ice,1,3
workorder_1334_0201_perfume,Recipe: Volusus Perfume,0,1
1334_0201_spores,Slimy Fungal Drippings,0,1
1334_0201_elkgland,Stag Anus Gland,0,1
1334_0201_laudanum,Maggot-Laden Fruit,0,1
adamantt1,Sliver of Adamant,1,3
sandpapert3,Coarse Sandpaper,0,54
fluxt3,Sand Flux,0,54
tannint3,Tannin,0,54
phasefibert1,Phasefiber,1,3
fluxt4,Shelldust Flux,1,162
scalyhidet1,Scaly Hide,1,3
toadpott1,Toadpot,1,3
bumbleblossomt1,Bumbleblossom,1,3
codeyet1,Cod Eye,1,3
earthshelltailt1,Earthshell Tail,1,3
platecapt1,Platecap Flesh,1,3
petalcapt1,Petalcap,1,3
spinecapt1,Spinecap,1,3
twistcapt1,Twistcap Spiral,1,3
trinket_settingt51,Asmodeum Setting,3,5463
trinket_chaint51,Asmodeum Chain,3,5463
ragehidet1,Ragehide,1,3
shadeclotht1,Shadecloth,1,3
voidpitchert1,Void Pitcher,1,3
fungalslimet1,Fungal Slime,1,3
starfisht1,Starfish,1,3
salamanderslimet1,Salamander Slime,1,3
trinket_hookt51,Asmodeum Hook,3,5463
furt3,Fur,3,27
furt4,Thick Fur,4,81
earthspinet3,Earthspine Flower,3,27
shockbulbt3,Shockbulb Flower,3,27
lightningbeetlewingst1,Lightning Beetle,1,3
lodestonewatert1,Freezing Lodestone,1,3
rivercresst3,Rivercress Flower,3,27
spinefishfinst1,Spinefish Fins,1,3
sporebloomt1,Sporebloom Fruit,1,3
halibutviscerat1,Halibut Viscera,1,3
lifebloomt3,Lifebloom Flower,3,27
briarbudst1,Briar Buds,1,3
mushroomfinst1,Mushroom Fins,1,3
soulsproutt3,Soulsprout Flower,3,27
soulwyrmtonguet1,Soulwyrm Tongue,1,3
trinket_bandt51,Asmodeum Band,3,5463
workrationst5,workrationst5,0,243
workrationst4,workrationst4,0,81
workrationst3,workrationst3,0,27
workrationst2,workrationst2,0,9
tannint4,tannint4,1,162
sandpapert4,sandpapert4,1,162
repairkitt5,repairkitt5,0,4
repairkitt4,repairkitt4,0,4
repairkitt3,repairkitt3,0,4
repairkitt2,repairkitt2,0,4
trinket_settingt5,trinket_settingt5,0,336
trinket_settingt4,trinket_settingt4,0,38
trinket_settingt3,trinket_settingt3,0,10
trinket_hookt5,trinket_hookt5,0,336
trinket_hookt4,trinket_hookt4,0,38
trinket_hookt3,trinket_hookt3,0,10
trinket_chaint5,trinket_chaint5,0,336
trinket_chaint4,trinket_chaint4,0,38
trinket_chaint3,trinket_chaint3,0,10
trinket_bandt5,trinket_bandt5,0,336
trinket_bandt4,trinket_bandt4,0,38
trinket_bandt3,trinket_bandt3,0,10
1hlongsword_keentempert4,1hlongsword_keentempert4,3,5
structuralbracest5,structuralbracest5,0,243
structuralbracest4,structuralbracest4,0,81
structuralbracest3,structuralbracest3,0,27
structuralbracest2,structuralbracest2,0,9
strintbonust4,strintbonust4,1,921
strfocbonust4,strfocbonust4,1,921
strdexbonust4,strdexbonust4,1,921
strconbonust4,strconbonust4,1,921
strbonust4,strbonust4,1,921
shott5,shott5,0,726
shott4,shott4,0,235
shott3,shott3,0,68
shott2,shott2,0,121
sewingneedlest5,sewingneedlest5,0,243
sewingneedlest4,sewingneedlest4,0,81
sewingneedlest3,sewingneedlest3,0,27
sewingneedlest2,sewingneedlest2,0,9
reekwater05wc10bosskey,reekwater05wc10bosskey,3,230
spriggankey,spriggankey,3,230
reekwater05wc11bosskey,reekwater05wc11bosskey,3,230
keyshattered,keyshattered,1,37
keylazarus,keylazarus,4,6987
keygenesis,keygenesis,4,6131
keyeradinus,keyeradinus,2,227
keydynasty,keydynasty,3,513
keydepts,keydepts,2,227
keyamrine,keyamrine,1,79
proficiencyboostert5,proficiencyboostert5,0,42
proficiencyboostert4,proficiencyboostert4,0,15
proficiencyboostert3,proficiencyboostert3,0,9
proficiencyboostert2,proficiencyboostert2,0,9
2hwarhammert5,2hwarhammert5,0,245
2hwarhammert4,2hwarhammert4,0,83
2hwarhammert3,2hwarhammert3,0,29
2hwarhammert2,2hwarhammert2,0,11
tincturecorruptiont5,tincturecorruptiont5,0,247
tincturecorruptiont4,tincturecorruptiont4,0,85
tincturecorruptiont3,tincturecorruptiont3,0,31
tincturecorruptiont2,tincturecorruptiont2,0,13
tinctureblightt5,tinctureblightt5,0,247
tinctureblightt4,tinctureblightt4,0,85
tinctureblightt3,tinctureblightt3,0,31
tinctureblightt2,tinctureblightt2,0,13
2hcelestialstaff_lifet5,2hcelestialstaff_lifet5,0,245
2hcelestialstaff_lifet4,2hcelestialstaff_lifet4,0,83
2hcelestialstaff_lifet3,2hcelestialstaff_lifet3,0,29
2hcelestialstaff_lifet2,2hcelestialstaff_lifet2,0,11
2helementalstaff_firet5,2helementalstaff_firet5,0,245
2helementalstaff_firet4,2helementalstaff_firet4,0,83
2helementalstaff_firet3,2helementalstaff_firet3,0,29
2helementalstaff_firet2,2helementalstaff_firet2,0,11
2hspeart5,2hspeart5,0,245
2hspeart4,2hspeart4,0,83
2hspeart3,2hspeart3,0,29
2hspeart2,2hspeart2,0,11
1hskinningknifet5,1hskinningknifet5,0,245
1hskinningknifet4,1hskinningknifet4,0,83
1hskinningknifet3,1hskinningknifet3,0,29
1hskinningknifet2,1hskinningknifet2,0,11
1hsicklet5,1hsicklet5,0,245
1hsicklet4,1hsicklet4,0,83
1hsicklet3,1hsicklet3,0,29
1hsicklet2,1hsicklet2,0,11
1hshielddt5,1hshielddt5,0,245
1hshielddt4,1hshielddt4,0,83
1hshieldat5,1hshieldat5,0,245
1hshieldat4,1hshieldat4,0,83
1hshieldat3,1hshieldat3,0,29
1hshieldat2,1hshieldat2,0,11
1hshieldbt5,1hshieldbt5,0,245
1hshieldbt4,1hshieldbt4,0,83
1hshieldbt3,1hshieldbt3,0,29
lightlegs_robet5,lightlegs_robet5,0,245
lightlegs_robet4,lightlegs_robet4,0,83
lightlegs_robet3,lightlegs_robet3,0,29
lighthead_robet5,lighthead_robet5,0,245
lighthead_robet4,lighthead_robet4,0,83
lighthead_robet3,lighthead_robet3,0,29
lighthands_robet5,lighthands_robet5,0,245
lighthands_robet4,lighthands_robet4,0,83
lighthands_robet3,lighthands_robet3,0,29
lightfeet_robet5,lightfeet_robet5,0,245
lightfeet_robet4,lightfeet_robet4,0,83
lightfeet_robet3,lightfeet_robet3,0,29
lightchest_robet5,lightchest_robet5,0,245
lightchest_robet4,lightchest_robet4,0,83
lightchest_robet3,lightchest_robet3,0,29
ringtopazt5,ringtopazt5,1,483
ringtopazt4,ringtopazt4,1,73
ringtopazt3,ringtopazt3,1,14
ringtopazt2,ringtopazt2,1,6
ringsapphiret5,ringsapphiret5,1,483
ringsapphiret4,ringsapphiret4,1,73
ringsapphiret3,ringsapphiret3,1,14
ringsapphiret2,ringsapphiret2,1,6
ringrubyt5,ringrubyt5,1,483
ringrubyt4,ringrubyt4,1,73
ringrubyt3,ringrubyt3,1,14
ringrubyt2,ringrubyt2,1,6
ringpearlt5,ringpearlt5,1,246
ringpearlt4,ringpearlt4,1,57
ringpearlt3,ringpearlt3,1,12
ringpearlt2,ringpearlt2,1,6
ringopalt5,ringopalt5,1,483
ringopalt4,ringopalt4,1,73
ringopalt3,ringopalt3,1,14
ringopalt2,ringopalt2,1,6
ringonyxt5,ringonyxt5,1,483
ringonyxt4,ringonyxt4,1,73
ringonyxt3,ringonyxt3,1,14
ringonyxt2,ringonyxt2,1,6
ringmoonstonet5,ringmoonstonet5,1,483
ringmoonstonet4,ringmoonstonet4,1,73
ringmoonstonet3,ringmoonstonet3,1,14
ringmoonstonet2,ringmoonstonet2,1,6
ringmalachitet5,ringmalachitet5,1,483
ringmalachitet4,ringmalachitet4,1,73
ringmalachitet3,ringmalachitet3,1,14
ringmalachitet2,ringmalachitet2,1,6
ringjaspert5,ringjaspert5,1,483
ringjaspert4,ringjaspert4,1,73
ringjaspert3,ringjaspert3,1,14
ringjaspert2,ringjaspert2,1,6
ringemeraldt5,ringemeraldt5,1,483
ringemeraldt4,ringemeraldt4,1,73
ringemeraldt3,ringemeraldt3,1,14
ringemeraldt2,ringemeraldt2,1,6
ringdiamondt5,ringdiamondt5,1,483
ringdiamondt4,ringdiamondt4,1,73
ringdiamondt3,ringdiamondt3,1,14
ringdiamondt2,ringdiamondt2,1,6
ringcarneliant5,ringcarneliant5,1,483
ringcarneliant4,ringcarneliant4,1,73
ringcarneliant3,ringcarneliant3,1,14
ringcarneliant2,ringcarneliant2,1,6
ringaquamarinet5,ringaquamarinet5,1,483
ringaquamarinet4,ringaquamarinet4,1,73
ringaquamarinet3,ringaquamarinet3,1,14
ringaquamarinet2,ringaquamarinet2,1,6
ringamethystt5,ringamethystt5,1,483
ringamethystt4,ringamethystt4,1,73
ringamethystt3,ringamethystt3,1,14
ringamethystt2,ringamethystt2,1,6
ringambert5,ringambert5,1,483
ringambert4,ringambert4,1,73
ringambert3,ringambert3,1,14
ringambert2,ringambert2,1,6
1hswordbt5,1hswordbt5,0,245
1hswordbt4,1hswordbt4,0,83
1hswordbt3,1hswordbt3,0,29
1hswordbt2,1hswordbt2,0,11
potionregent4,potionregent4,0,248
potionregent3,potionregent3,0,86
potionregent2,potionregent2,0,31
potionregent1,potionregent1,0,13
potionmanat5,potionmanat5,0,248
potionmanat4,potionmanat4,0,86
potionmanat3,potionmanat3,0,31
potionmanat2,potionmanat2,0,12
potionmanat1,potionmanat1,0,6
potionhealtht5,potionhealtht5,0,248
potionhealtht4,potionhealtht4,0,86
potionhealtht3,potionhealtht3,0,31
potionhealtht2,potionhealtht2,0,12
potionhealtht1,potionhealtht1,0,6
potionfocust4,potionfocust4,0,248
potionfocust3,potionfocust3,0,86
potionfocust2,potionfocust2,0,31
potionfocust1,potionfocust1,0,12
potionendurancet3,potionendurancet3,0,248
potionendurancet2,potionendurancet2,0,86
potionendurancet1,potionendurancet1,0,31
potionencumbrancet3,potionencumbrancet3,0,248
potionencumbrancet2,potionencumbrancet2,0,86
potionencumbrancet1,potionencumbrancet1,0,31
potionboostvoidabst5,potionboostvoidabst5,0,248
potionboostvoidabst4,potionboostvoidabst4,0,86
potionboostvoidabst3,potionboostvoidabst3,0,31
potionboostnatureabst5,potionboostnatureabst5,0,248
potionboostnatureabst4,potionboostnatureabst4,0,86
potionboostnatureabst3,potionboostnatureabst3,0,31
potionboostlightningabst5,potionboostlightningabst5,0,248
potionboostlightningabst4,potionboostlightningabst4,0,86
potionboostlightningabst3,potionboostlightningabst3,0,31
potionboostfireabst5,potionboostfireabst5,0,248
potionboostfireabst4,potionboostfireabst4,0,86
potionboostfireabst3,potionboostfireabst3,0,31
potionboostarcaneabst5,potionboostarcaneabst5,0,248
potionboostarcaneabst4,potionboostarcaneabst4,0,86
potionboostarcaneabst3,potionboostarcaneabst3,0,31
heavylegs_platet5,heavylegs_platet5,0,245
heavylegs_platet4,heavylegs_platet4,0,83
heavylegs_platet3,heavylegs_platet3,0,29
heavylegs_platet2,heavylegs_platet2,0,11
heavyhead_platet5,heavyhead_platet5,0,245
heavyhead_platet4,heavyhead_platet4,0,83
heavyhead_platet3,heavyhead_platet3,0,29
heavyhead_platet2,heavyhead_platet2,0,11
heavyhands_platet5,heavyhands_platet5,0,245
heavyhands_platet4,heavyhands_platet4,0,83
heavyhands_platet3,heavyhands_platet3,0,29
heavyhands_platet2,heavyhands_platet2,0,11
heavyfeet_platet5,heavyfeet_platet5,0,245
heavyfeet_platet4,heavyfeet_platet4,0,83
heavyfeet_platet3,heavyfeet_platet3,0,29
heavyfeet_platet2,heavyfeet_platet2,0,11
heavychest_platet5,heavychest_platet5,0,245
heavychest_platet4,heavychest_platet4,0,83
heavychest_platet3,heavychest_platet3,0,29
heavychest_platet2,heavychest_platet2,0,11
2hmuskett5,2hmuskett5,0,245
2hmuskett4,2hmuskett4,0,83
2hmuskett3,2hmuskett3,0,29
2hmuskett2,2hmuskett2,0,11
2hpickt5,2hpickt5,0,245
2hpickt4,2hpickt4,0,83
2hpickt3,2hpickt3,0,29
2hpickt2,2hpickt2,0,11
foodmanat5,foodmanat5,0,245
foodmanat4,foodmanat4,0,82
foodmanat3,foodmanat3,0,28
foodmanat2,foodmanat2,0,10
foodmanat1,foodmanat1,0,3
1hswordt5,1hswordt5,0,245
1hswordt4,1hswordt4,0,83
1hswordt3,1hswordt3,0,29
1hswordt2,1hswordt2,0,11
2haxet5,2haxet5,0,245
2haxet4,2haxet4,0,83
2haxet3,2haxet3,0,29
2haxet2,2haxet2,0,11
lightlegs_dresst5,lightlegs_dresst5,0,245
lightlegs_dresst4,lightlegs_dresst4,0,83
lightlegs_dresst3,lightlegs_dresst3,0,29
lightlegs_dresst2,lightlegs_dresst2,0,11
lighthead_dresst5,lighthead_dresst5,0,245
lighthead_dresst4,lighthead_dresst4,0,83
lighthead_dresst3,lighthead_dresst3,0,29
lighthead_dresst2,lighthead_dresst2,0,11
lighthands_dresst5,lighthands_dresst5,0,245
lighthands_dresst4,lighthands_dresst4,0,83
lighthands_dresst3,lighthands_dresst3,0,29
lighthands_dresst2,lighthands_dresst2,0,11
lightfeet_dresst5,lightfeet_dresst5,0,245
lightfeet_dresst4,lightfeet_dresst4,0,83
lightfeet_dresst3,lightfeet_dresst3,0,29
lightfeet_dresst2,lightfeet_dresst2,0,11
lightchest_dresst5,lightchest_dresst5,0,245
lightchest_dresst4,lightchest_dresst4,0,83
lightchest_dresst3,lightchest_dresst3,0,29
lightchest_dresst2,lightchest_dresst2,0,11
mediumlegs_leathert5,mediumlegs_leathert5,0,245
mediumlegs_leathert4,mediumlegs_leathert4,0,83
mediumlegs_leathert3,mediumlegs_leathert3,0,29
mediumlegs_leathert2,mediumlegs_leathert2,0,11
mediumhead_leathert5,mediumhead_leathert5,0,245
mediumhead_leathert4,mediumhead_leathert4,0,83
mediumhead_leathert3,mediumhead_leathert3,0,29
mediumhead_leathert2,mediumhead_leathert2,0,11
mediumhands_leathert5,mediumhands_leathert5,0,245
mediumhands_leathert4,mediumhands_leathert4,0,83
mediumhands_leathert3,mediumhands_leathert3,0,29
mediumhands_leathert2,mediumhands_leathert2,0,11
mediumfeet_leathert5,mediumfeet_leathert5,0,245
mediumfeet_leathert4,mediumfeet_leathert4,0,83
mediumfeet_leathert3,mediumfeet_leathert3,0,29
mediumfeet_leathert2,mediumfeet_leathert2,0,11
mediumchest_leathert5,mediumchest_leathert5,0,245
mediumchest_leathert4,mediumchest_leathert4,0,83
mediumchest_leathert3,mediumchest_leathert3,0,29
mediumchest_leathert2,mediumchest_leathert2,0,11
heavylegs_heavyt5,heavylegs_heavyt5,0,245
heavylegs_heavyt4,heavylegs_heavyt4,0,83
heavylegs_heavyt3,heavylegs_heavyt3,0,29
heavyhead_heavyt5,heavyhead_heavyt5,0,245
heavyhead_heavyt4,heavyhead_heavyt4,0,83
heavyhead_heavyt3,heavyhead_heavyt3,0,29
heavyhands_heavyt5,heavyhands_heavyt5,0,245
heavyhands_heavyt4,heavyhands_heavyt4,0,83
heavyhands_heavyt3,heavyhands_heavyt3,0,29
heavyfeet_heavyt5,heavyfeet_heavyt5,0,245
heavyfeet_heavyt4,heavyfeet_heavyt4,0,83
heavyfeet_heavyt3,heavyfeet_heavyt3,0,29
heavychest_heavyt5,heavychest_heavyt5,0,245
heavychest_heavyt4,heavychest_heavyt4,0,83
heavychest_heavyt3,heavychest_heavyt3,0,29
foodhealthrecoveryt5,foodhealthrecoveryt5,0,245
foodhealthrecoveryt4,foodhealthrecoveryt4,0,82
foodhealthrecoveryt3,foodhealthrecoveryt3,0,28
