Source,Target,Weight
marauderseal_cleric,heavychest_marauderrank3_cleric,1
heavychest_marauderrank3,heavychest_marauderrank3_cleric,1
azoth_currency,heavychest_marauderrank2_cleric,50
marauderseal_cleric,heavychest_marauderrank2_cleric,1
heavychest_marauderrank2,heavychest_marauderrank2_cleric,1
azoth_currency,heavychest_marauderrank4_cleric,50
marauderseal_cleric,heavychest_marauderrank4_cleric,1
heavychest_marauderrank4,heavychest_marauderrank4_cleric,1
azoth_currency,heavychest_marauderrank5_cleric,50
marauderseal_cleric,heavychest_marauderrank5_cleric,1
heavychest_marauderrank5,heavychest_marauderrank5_cleric,1
azoth_currency,heavyhands_marauderrank2_cleric,50
marauderseal_cleric,heavyhands_marauderrank2_cleric,1
heavyhands_marauderrank2,heavyhands_marauderrank2_cleric,1
azoth_currency,heavyhands_marauderrank1_cleric,50
marauderseal_cleric,heavyhands_marauderrank1_cleric,1
heavyhands_marauderrank1,heavyhands_marauderrank1_cleric,1
azoth_currency,heavyhands_marauderrank3_cleric,50
marauderseal_cleric,heavyhands_marauderrank3_cleric,1
heavyhands_marauderrank3,heavyhands_marauderrank3_cleric,1
azoth_currency,heavyhands_marauderrank4_cleric,50
marauderseal_cleric,heavyhands_marauderrank4_cleric,1
heavyhands_marauderrank4,heavyhands_marauderrank4_cleric,1
azoth_currency,heavyhands_marauderrank5_cleric,50
marauderseal_cleric,heavyhands_marauderrank5_cleric,1
heavyhands_marauderrank5,heavyhands_marauderrank5_cleric,1
azoth_currency,heavylegs_marauderrank3_cleric,50
marauderseal_cleric,heavylegs_marauderrank3_cleric,1
heavylegs_marauderrank3,heavylegs_marauderrank3_cleric,1
azoth_currency,heavylegs_marauderrank2_cleric,50
marauderseal_cleric,heavylegs_marauderrank2_cleric,1
heavylegs_marauderrank2,heavylegs_marauderrank2_cleric,1
azoth_currency,heavylegs_marauderrank4_cleric,50
marauderseal_cleric,heavylegs_marauderrank4_cleric,1
heavylegs_marauderrank4,heavylegs_marauderrank4_cleric,1
azoth_currency,heavylegs_marauderrank5_cleric,50
marauderseal_cleric,heavylegs_marauderrank5_cleric,1
heavylegs_marauderrank5,heavylegs_marauderrank5_cleric,1
azoth_currency,heavylegs_marauderrank1_cleric,50
marauderseal_cleric,heavylegs_marauderrank1_cleric,1
heavylegs_marauderrank1,heavylegs_marauderrank1_cleric,1
azoth_currency,mediumfeet_syndicaterank2_cleric,50
syndicateseal_cleric,mediumfeet_syndicaterank2_cleric,1
mediumfeet_syndicaterank2,mediumfeet_syndicaterank2_cleric,1
azoth_currency,heavyfeet_marauderrank1_cleric,50
marauderseal_cleric,heavyfeet_marauderrank1_cleric,1
heavyfeet_marauderrank1,heavyfeet_marauderrank1_cleric,1
azoth_currency,heavyfeet_marauderlegatust5_occultist,50
marauderseal_occultist,heavyfeet_marauderlegatust5_occultist,1
heavyfeet_marauderlegatust5,heavyfeet_marauderlegatust5_occultist,1
azoth_currency,lightfeet_syndicaterank5_occultist,50
syndicateseal_occultist,lightfeet_syndicaterank5_occultist,1
lightfeet_syndicaterank5,lightfeet_syndicaterank5_occultist,1
azoth_currency,lighthead_syndicaterank4_occultist,50
syndicateseal_occultist,lighthead_syndicaterank4_occultist,1
lighthead_syndicaterank4,lighthead_syndicaterank4_occultist,1
azoth_currency,heavyhead_covenantinquisitort5_occultist,50
covenantseal_occultist,heavyhead_covenantinquisitort5_occultist,1
heavyhead_covenantinquisitort5,heavyhead_covenantinquisitort5_occultist,1
azoth_currency,lightlegs_syndicaterank5_occultist,50
syndicateseal_occultist,lightlegs_syndicaterank5_occultist,1
lightlegs_syndicaterank5,lightlegs_syndicaterank5_occultist,1
azoth_currency,lightfeet_syndicaterank1_occultist,50
syndicateseal_occultist,lightfeet_syndicaterank1_occultist,1
lightfeet_syndicaterank1,lightfeet_syndicaterank1_occultist,1
azoth_currency,lightlegs_syndicaterank4_occultist,50
syndicateseal_occultist,lightlegs_syndicaterank4_occultist,1
lightlegs_syndicaterank4,lightlegs_syndicaterank4_occultist,1
azoth_currency,lightlegs_covenantrank1_occultist,50
covenantseal_occultist,lightlegs_covenantrank1_occultist,1
lightlegs_covenantrank1,lightlegs_covenantrank1_occultist,1
azoth_currency,lightlegs_covenantrank2_occultist,50
covenantseal_occultist,lightlegs_covenantrank2_occultist,1
lightlegs_covenantrank2,lightlegs_covenantrank2_occultist,1
azoth_currency,lightlegs_covenantrank3_occultist,50
covenantseal_occultist,lightlegs_covenantrank3_occultist,1
lightlegs_covenantrank3,lightlegs_covenantrank3_occultist,1
azoth_currency,lightlegs_covenantrank4_occultist,50
covenantseal_occultist,lightlegs_covenantrank4_occultist,1
lightlegs_covenantrank4,lightlegs_covenantrank4_occultist,1
azoth_currency,lightfeet_covenantrank1_occultist,50
covenantseal_occultist,lightfeet_covenantrank1_occultist,1
lightfeet_covenantrank1,lightfeet_covenantrank1_occultist,1
azoth_currency,lightfeet_covenantrank2_occultist,50
covenantseal_occultist,lightfeet_covenantrank2_occultist,1
lightfeet_covenantrank2,lightfeet_covenantrank2_occultist,1
azoth_currency,lightfeet_covenantrank3_occultist,50
covenantseal_occultist,lightfeet_covenantrank3_occultist,1
lightfeet_covenantrank3,lightfeet_covenantrank3_occultist,1
azoth_currency,lightlegs_covenantrank5_occultist,50
covenantseal_occultist,lightlegs_covenantrank5_occultist,1
lightlegs_covenantrank5,lightlegs_covenantrank5_occultist,1
azoth_currency,lightfeet_covenantrank5_occultist,50
covenantseal_occultist,lightfeet_covenantrank5_occultist,1
lightfeet_covenantrank5,lightfeet_covenantrank5_occultist,1
azoth_currency,lighthead_syndicaterank1_occultist,50
syndicateseal_occultist,lighthead_syndicaterank1_occultist,1
lighthead_syndicaterank1,lighthead_syndicaterank1_occultist,1
azoth_currency,lighthead_syndicaterank2_occultist,50
syndicateseal_occultist,lighthead_syndicaterank2_occultist,1
lighthead_syndicaterank2,lighthead_syndicaterank2_occultist,1
azoth_currency,lightfeet_covenantrank4_occultist,50
covenantseal_occultist,lightfeet_covenantrank4_occultist,1
lightfeet_covenantrank4,lightfeet_covenantrank4_occultist,1
azoth_currency,lighthead_syndicaterank3_occultist,50
syndicateseal_occultist,lighthead_syndicaterank3_occultist,1
lighthead_syndicaterank3,lighthead_syndicaterank3_occultist,1
azoth_currency,lighthead_syndicaterank5_occultist,50
syndicateseal_occultist,lighthead_syndicaterank5_occultist,1
lighthead_syndicaterank5,lighthead_syndicaterank5_occultist,1
azoth_currency,lightchest_syndicaterank3_occultist,50
syndicateseal_occultist,lightchest_syndicaterank3_occultist,1
lightchest_syndicaterank3,lightchest_syndicaterank3_occultist,1
azoth_currency,lightchest_syndicaterank1_occultist,50
syndicateseal_occultist,lightchest_syndicaterank1_occultist,1
lightchest_syndicaterank1,lightchest_syndicaterank1_occultist,1
azoth_currency,lightchest_syndicaterank2_occultist,50
syndicateseal_occultist,lightchest_syndicaterank2_occultist,1
lightchest_syndicaterank2,lightchest_syndicaterank2_occultist,1
azoth_currency,lighthands_covenantrank5_occultist,50
covenantseal_occultist,lighthands_covenantrank5_occultist,1
lighthands_covenantrank5,lighthands_covenantrank5_occultist,1
azoth_currency,lightchest_marauderrank1_occultist,50
marauderseal_occultist,lightchest_marauderrank1_occultist,1
lightchest_marauderrank1,lightchest_marauderrank1_occultist,1
azoth_currency,lighthead_marauderrank4_occultist,50
marauderseal_occultist,lighthead_marauderrank4_occultist,1
lighthead_marauderrank4,lighthead_marauderrank4_occultist,1
azoth_currency,mediumfeet_syndicaterank3_occultist,50
syndicateseal_occultist,mediumfeet_syndicaterank3_occultist,1
mediumfeet_syndicaterank3,mediumfeet_syndicaterank3_occultist,1
azoth_currency,mediumfeet_syndicaterank4_occultist,50
syndicateseal_occultist,mediumfeet_syndicaterank4_occultist,1
mediumfeet_syndicaterank4,mediumfeet_syndicaterank4_occultist,1
azoth_currency,lighthead_marauderrank5_occultist,50
marauderseal_occultist,lighthead_marauderrank5_occultist,1
lighthead_marauderrank5,lighthead_marauderrank5_occultist,1
azoth_currency,lightchest_marauderrank2_occultist,50
marauderseal_occultist,lightchest_marauderrank2_occultist,1
lightchest_marauderrank2,lightchest_marauderrank2_occultist,1
azoth_currency,mediumlegs_syndicaterank1_occultist,50
syndicateseal_occultist,mediumlegs_syndicaterank1_occultist,1
mediumlegs_syndicaterank1,mediumlegs_syndicaterank1_occultist,1
azoth_currency,mediumlegs_syndicaterank2_occultist,50
syndicateseal_occultist,mediumlegs_syndicaterank2_occultist,1
mediumlegs_syndicaterank2,mediumlegs_syndicaterank2_occultist,1
azoth_currency,mediumlegs_syndicaterank3_occultist,50
syndicateseal_occultist,mediumlegs_syndicaterank3_occultist,1
mediumlegs_syndicaterank3,mediumlegs_syndicaterank3_occultist,1
azoth_currency,mediumfeet_syndicaterank5_occultist,50
syndicateseal_occultist,mediumfeet_syndicaterank5_occultist,1
mediumfeet_syndicaterank5,mediumfeet_syndicaterank5_occultist,1
azoth_currency,mediumlegs_syndicaterank4_occultist,50
syndicateseal_occultist,mediumlegs_syndicaterank4_occultist,1
mediumlegs_syndicaterank4,mediumlegs_syndicaterank4_occultist,1
azoth_currency,mediumlegs_syndicaterank5_occultist,50
syndicateseal_occultist,mediumlegs_syndicaterank5_occultist,1
mediumlegs_syndicaterank5,mediumlegs_syndicaterank5_occultist,1
azoth_currency,mediumfeet_syndicaterank1_occultist,50
syndicateseal_occultist,mediumfeet_syndicaterank1_occultist,1
mediumfeet_syndicaterank1,mediumfeet_syndicaterank1_occultist,1
azoth_currency,mediumfeet_syndicaterank2_occultist,50
syndicateseal_occultist,mediumfeet_syndicaterank2_occultist,1
mediumfeet_syndicaterank2,mediumfeet_syndicaterank2_occultist,1
azoth_currency,lighthead_marauderrank1_occultist,50
marauderseal_occultist,lighthead_marauderrank1_occultist,1
lighthead_marauderrank1,lighthead_marauderrank1_occultist,1
azoth_currency,lighthead_marauderrank2_occultist,50
marauderseal_occultist,lighthead_marauderrank2_occultist,1
lighthead_marauderrank2,lighthead_marauderrank2_occultist,1
azoth_currency,lighthead_marauderrank3_occultist,50
marauderseal_occultist,lighthead_marauderrank3_occultist,1
lighthead_marauderrank3,lighthead_marauderrank3_occultist,1
azoth_currency,lightchest_marauderrank3_occultist,50
marauderseal_occultist,lightchest_marauderrank3_occultist,1
lightchest_marauderrank3,lightchest_marauderrank3_occultist,1
azoth_currency,lighthands_marauderrank3_occultist,50
marauderseal_occultist,lighthands_marauderrank3_occultist,1
lighthands_marauderrank3,lighthands_marauderrank3_occultist,1
azoth_currency,lighthands_marauderrank1_occultist,50
marauderseal_occultist,lighthands_marauderrank1_occultist,1
lighthands_marauderrank1,lighthands_marauderrank1_occultist,1
azoth_currency,lighthands_marauderrank2_occultist,50
marauderseal_occultist,lighthands_marauderrank2_occultist,1
lighthands_marauderrank2,lighthands_marauderrank2_occultist,1
azoth_currency,lightchest_marauderrank4_occultist,50
marauderseal_occultist,lightchest_marauderrank4_occultist,1
lightchest_marauderrank4,lightchest_marauderrank4_occultist,1
azoth_currency,lighthands_marauderrank4_occultist,50
marauderseal_occultist,lighthands_marauderrank4_occultist,1
lighthands_marauderrank4,lighthands_marauderrank4_occultist,1
azoth_currency,lightchest_marauderrank5_occultist,50
marauderseal_occultist,lightchest_marauderrank5_occultist,1
lightchest_marauderrank5,lightchest_marauderrank5_occultist,1
azoth_currency,mediumlegs_marauderrank1_occultist,50
marauderseal_occultist,mediumlegs_marauderrank1_occultist,1
mediumlegs_marauderrank1,mediumlegs_marauderrank1_occultist,1
azoth_currency,mediumlegs_marauderrank2_occultist,50
marauderseal_occultist,mediumlegs_marauderrank2_occultist,1
mediumlegs_marauderrank2,mediumlegs_marauderrank2_occultist,1
azoth_currency,mediumlegs_marauderrank5_occultist,50
marauderseal_occultist,mediumlegs_marauderrank5_occultist,1
mediumlegs_marauderrank5,mediumlegs_marauderrank5_occultist,1
azoth_currency,mediumlegs_marauderrank4_occultist,50
marauderseal_occultist,mediumlegs_marauderrank4_occultist,1
mediumlegs_marauderrank4,mediumlegs_marauderrank4_occultist,1
azoth_currency,mediumlegs_marauderrank3_occultist,50
marauderseal_occultist,mediumlegs_marauderrank3_occultist,1
mediumlegs_marauderrank3,mediumlegs_marauderrank3_occultist,1
azoth_currency,mediumfeet_marauderrank1_occultist,50
marauderseal_occultist,mediumfeet_marauderrank1_occultist,1
mediumfeet_marauderrank1,mediumfeet_marauderrank1_occultist,1
azoth_currency,mediumfeet_marauderrank2_occultist,50
marauderseal_occultist,mediumfeet_marauderrank2_occultist,1
mediumfeet_marauderrank2,mediumfeet_marauderrank2_occultist,1
azoth_currency,mediumfeet_marauderrank3_occultist,50
marauderseal_occultist,mediumfeet_marauderrank3_occultist,1
mediumfeet_marauderrank3,mediumfeet_marauderrank3_occultist,1
azoth_currency,mediumfeet_marauderrank4_occultist,50
marauderseal_occultist,mediumfeet_marauderrank4_occultist,1
mediumfeet_marauderrank4,mediumfeet_marauderrank4_occultist,1
azoth_currency,mediumfeet_marauderrank5_occultist,50
marauderseal_occultist,mediumfeet_marauderrank5_occultist,1
mediumfeet_marauderrank5,mediumfeet_marauderrank5_occultist,1
azoth_currency,mediumhead_covenantrank1_occultist,50
covenantseal_occultist,mediumhead_covenantrank1_occultist,1
mediumhead_covenantrank1,mediumhead_covenantrank1_occultist,1
azoth_currency,mediumhead_covenantrank2_occultist,50
covenantseal_occultist,mediumhead_covenantrank2_occultist,1
mediumhead_covenantrank2,mediumhead_covenantrank2_occultist,1
azoth_currency,mediumhead_covenantrank3_occultist,50
covenantseal_occultist,mediumhead_covenantrank3_occultist,1
mediumhead_covenantrank3,mediumhead_covenantrank3_occultist,1
azoth_currency,mediumhead_covenantrank4_occultist,50
covenantseal_occultist,mediumhead_covenantrank4_occultist,1
mediumhead_covenantrank4,mediumhead_covenantrank4_occultist,1
azoth_currency,mediumhead_covenantrank5_occultist,50
covenantseal_occultist,mediumhead_covenantrank5_occultist,1
mediumhead_covenantrank5,mediumhead_covenantrank5_occultist,1
azoth_currency,mediumchest_covenantrank3_occultist,50
covenantseal_occultist,mediumchest_covenantrank3_occultist,1
mediumchest_covenantrank3,mediumchest_covenantrank3_occultist,1
azoth_currency,mediumchest_covenantrank2_occultist,50
covenantseal_occultist,mediumchest_covenantrank2_occultist,1
mediumchest_covenantrank2,mediumchest_covenantrank2_occultist,1
azoth_currency,mediumchest_covenantrank1_occultist,50
covenantseal_occultist,mediumchest_covenantrank1_occultist,1
mediumchest_covenantrank1,mediumchest_covenantrank1_occultist,1
azoth_currency,mediumchest_covenantrank5_occultist,50
covenantseal_occultist,mediumchest_covenantrank5_occultist,1
mediumchest_covenantrank5,mediumchest_covenantrank5_occultist,1
azoth_currency,mediumchest_covenantrank4_occultist,50
covenantseal_occultist,mediumchest_covenantrank4_occultist,1
mediumchest_covenantrank4,mediumchest_covenantrank4_occultist,1
azoth_currency,mediumhands_covenantrank1_occultist,50
covenantseal_occultist,mediumhands_covenantrank1_occultist,1
mediumhands_covenantrank1,mediumhands_covenantrank1_occultist,1
azoth_currency,mediumhands_covenantrank2_occultist,50
covenantseal_occultist,mediumhands_covenantrank2_occultist,1
mediumhands_covenantrank2,mediumhands_covenantrank2_occultist,1
azoth_currency,mediumhands_covenantrank3_occultist,50
covenantseal_occultist,mediumhands_covenantrank3_occultist,1
mediumhands_covenantrank3,mediumhands_covenantrank3_occultist,1
azoth_currency,mediumhands_covenantrank5_occultist,50
covenantseal_occultist,mediumhands_covenantrank5_occultist,1
mediumhands_covenantrank5,mediumhands_covenantrank5_occultist,1
azoth_currency,mediumhands_covenantrank4_occultist,50
covenantseal_occultist,mediumhands_covenantrank4_occultist,1
mediumhands_covenantrank4,mediumhands_covenantrank4_occultist,1
azoth_currency,mediumlegs_covenantrank1_occultist,50
covenantseal_occultist,mediumlegs_covenantrank1_occultist,1
mediumlegs_covenantrank1,mediumlegs_covenantrank1_occultist,1
azoth_currency,mediumlegs_covenantrank2_occultist,50
covenantseal_occultist,mediumlegs_covenantrank2_occultist,1
mediumlegs_covenantrank2,mediumlegs_covenantrank2_occultist,1
azoth_currency,mediumlegs_covenantrank3_occultist,50
covenantseal_occultist,mediumlegs_covenantrank3_occultist,1
mediumlegs_covenantrank3,mediumlegs_covenantrank3_occultist,1
azoth_currency,mediumfeet_covenantrank3_occultist,50
covenantseal_occultist,mediumfeet_covenantrank3_occultist,1
mediumfeet_covenantrank3,mediumfeet_covenantrank3_occultist,1
azoth_currency,mediumfeet_covenantrank2_occultist,50
covenantseal_occultist,mediumfeet_covenantrank2_occultist,1
mediumfeet_covenantrank2,mediumfeet_covenantrank2_occultist,1
azoth_currency,mediumlegs_covenantrank4_occultist,50
covenantseal_occultist,mediumlegs_covenantrank4_occultist,1
mediumlegs_covenantrank4,mediumlegs_covenantrank4_occultist,1
azoth_currency,mediumfeet_covenantrank4_occultist,50
covenantseal_occultist,mediumfeet_covenantrank4_occultist,1
mediumfeet_covenantrank4,mediumfeet_covenantrank4_occultist,1
azoth_currency,mediumlegs_covenantrank5_occultist,50
covenantseal_occultist,mediumlegs_covenantrank5_occultist,1
mediumlegs_covenantrank5,mediumlegs_covenantrank5_occultist,1
azoth_currency,mediumfeet_covenantrank1_occultist,50
covenantseal_occultist,mediumfeet_covenantrank1_occultist,1
mediumfeet_covenantrank1,mediumfeet_covenantrank1_occultist,1
azoth_currency,mediumfeet_covenantrank5_occultist,50
covenantseal_occultist,mediumfeet_covenantrank5_occultist,1
mediumfeet_covenantrank5,mediumfeet_covenantrank5_occultist,1
azoth_currency,mediumhead_syndicaterank3_occultist,50
syndicateseal_occultist,mediumhead_syndicaterank3_occultist,1
mediumhead_syndicaterank3,mediumhead_syndicaterank3_occultist,1
azoth_currency,mediumhead_syndicaterank2_occultist,50
syndicateseal_occultist,mediumhead_syndicaterank2_occultist,1
mediumhead_syndicaterank2,mediumhead_syndicaterank2_occultist,1
azoth_currency,mediumchest_syndicaterank2_occultist,50
syndicateseal_occultist,mediumchest_syndicaterank2_occultist,1
mediumchest_syndicaterank2,mediumchest_syndicaterank2_occultist,1
azoth_currency,mediumhead_syndicaterank5_occultist,50
syndicateseal_occultist,mediumhead_syndicaterank5_occultist,1
mediumhead_syndicaterank5,mediumhead_syndicaterank5_occultist,1
azoth_currency,mediumchest_syndicaterank1_occultist,50
syndicateseal_occultist,mediumchest_syndicaterank1_occultist,1
mediumchest_syndicaterank1,mediumchest_syndicaterank1_occultist,1
azoth_currency,mediumhead_syndicaterank1_occultist,50
syndicateseal_occultist,mediumhead_syndicaterank1_occultist,1
mediumhead_syndicaterank1,mediumhead_syndicaterank1_occultist,1
azoth_currency,mediumhead_syndicaterank4_occultist,50
syndicateseal_occultist,mediumhead_syndicaterank4_occultist,1
mediumhead_syndicaterank4,mediumhead_syndicaterank4_occultist,1
azoth_currency,mediumhands_syndicaterank1_occultist,50
syndicateseal_occultist,mediumhands_syndicaterank1_occultist,1
mediumhands_syndicaterank1,mediumhands_syndicaterank1_occultist,1
azoth_currency,mediumchest_syndicaterank3_occultist,50
syndicateseal_occultist,mediumchest_syndicaterank3_occultist,1
mediumchest_syndicaterank3,mediumchest_syndicaterank3_occultist,1
azoth_currency,mediumhands_syndicaterank2_occultist,50
syndicateseal_occultist,mediumhands_syndicaterank2_occultist,1
mediumhands_syndicaterank2,mediumhands_syndicaterank2_occultist,1
azoth_currency,mediumchest_syndicaterank5_occultist,50
syndicateseal_occultist,mediumchest_syndicaterank5_occultist,1
mediumchest_syndicaterank5,mediumchest_syndicaterank5_occultist,1
azoth_currency,mediumhands_syndicaterank3_occultist,50
syndicateseal_occultist,mediumhands_syndicaterank3_occultist,1
mediumhands_syndicaterank3,mediumhands_syndicaterank3_occultist,1
azoth_currency,mediumchest_syndicaterank4_occultist,50
syndicateseal_occultist,mediumchest_syndicaterank4_occultist,1
mediumchest_syndicaterank4,mediumchest_syndicaterank4_occultist,1
azoth_currency,mediumhands_syndicaterank4_occultist,50
syndicateseal_occultist,mediumhands_syndicaterank4_occultist,1
mediumhands_syndicaterank4,mediumhands_syndicaterank4_occultist,1
azoth_currency,lighthands_marauderrank5_occultist,50
marauderseal_occultist,lighthands_marauderrank5_occultist,1
lighthands_marauderrank5,lighthands_marauderrank5_occultist,1
azoth_currency,lightlegs_marauderrank2_occultist,50
marauderseal_occultist,lightlegs_marauderrank2_occultist,1
lightlegs_marauderrank2,lightlegs_marauderrank2_occultist,1
azoth_currency,lightlegs_marauderrank4_occultist,50
marauderseal_occultist,lightlegs_marauderrank4_occultist,1
lightlegs_marauderrank4,lightlegs_marauderrank4_occultist,1
azoth_currency,lightlegs_marauderrank3_occultist,50
marauderseal_occultist,lightlegs_marauderrank3_occultist,1
lightlegs_marauderrank3,lightlegs_marauderrank3_occultist,1
azoth_currency,lightlegs_marauderrank5_occultist,50
marauderseal_occultist,lightlegs_marauderrank5_occultist,1
lightlegs_marauderrank5,lightlegs_marauderrank5_occultist,1
azoth_currency,mediumhands_syndicaterank5_occultist,50
syndicateseal_occultist,mediumhands_syndicaterank5_occultist,1
mediumhands_syndicaterank5,mediumhands_syndicaterank5_occultist,1
azoth_currency,lightlegs_marauderrank1_occultist,50
marauderseal_occultist,lightlegs_marauderrank1_occultist,1
lightlegs_marauderrank1,lightlegs_marauderrank1_occultist,1
azoth_currency,lightfeet_marauderrank1_occultist,50
marauderseal_occultist,lightfeet_marauderrank1_occultist,1
lightfeet_marauderrank1,lightfeet_marauderrank1_occultist,1
azoth_currency,lightfeet_marauderrank2_occultist,50
marauderseal_occultist,lightfeet_marauderrank2_occultist,1
lightfeet_marauderrank2,lightfeet_marauderrank2_occultist,1
azoth_currency,lightfeet_marauderrank4_occultist,50
marauderseal_occultist,lightfeet_marauderrank4_occultist,1
lightfeet_marauderrank4,lightfeet_marauderrank4_occultist,1
azoth_currency,lightfeet_marauderrank5_occultist,50
marauderseal_occultist,lightfeet_marauderrank5_occultist,1
lightfeet_marauderrank5,lightfeet_marauderrank5_occultist,1
azoth_currency,lighthead_covenantrank1_occultist,50
covenantseal_occultist,lighthead_covenantrank1_occultist,1
lighthead_covenantrank1,lighthead_covenantrank1_occultist,1
azoth_currency,lighthead_covenantrank2_occultist,50
covenantseal_occultist,lighthead_covenantrank2_occultist,1
lighthead_covenantrank2,lighthead_covenantrank2_occultist,1
azoth_currency,lightfeet_marauderrank3_occultist,50
marauderseal_occultist,lightfeet_marauderrank3_occultist,1
lightfeet_marauderrank3,lightfeet_marauderrank3_occultist,1
azoth_currency,lighthead_covenantrank3_occultist,50
covenantseal_occultist,lighthead_covenantrank3_occultist,1
lighthead_covenantrank3,lighthead_covenantrank3_occultist,1
azoth_currency,lighthead_covenantrank4_occultist,50
covenantseal_occultist,lighthead_covenantrank4_occultist,1
lighthead_covenantrank4,lighthead_covenantrank4_occultist,1
azoth_currency,lightchest_covenantrank1_occultist,50
covenantseal_occultist,lightchest_covenantrank1_occultist,1
lightchest_covenantrank1,lightchest_covenantrank1_occultist,1
azoth_currency,lighthead_covenantrank5_occultist,50
covenantseal_occultist,lighthead_covenantrank5_occultist,1
lighthead_covenantrank5,lighthead_covenantrank5_occultist,1
azoth_currency,lightchest_covenantrank2_occultist,50
covenantseal_occultist,lightchest_covenantrank2_occultist,1
lightchest_covenantrank2,lightchest_covenantrank2_occultist,1
azoth_currency,lightchest_covenantrank3_occultist,50
covenantseal_occultist,lightchest_covenantrank3_occultist,1
lightchest_covenantrank3,lightchest_covenantrank3_occultist,1
azoth_currency,lightchest_covenantrank4_occultist,50
covenantseal_occultist,lightchest_covenantrank4_occultist,1
lightchest_covenantrank4,lightchest_covenantrank4_occultist,1
azoth_currency,lightchest_covenantrank5_occultist,50
covenantseal_occultist,lightchest_covenantrank5_occultist,1
lightchest_covenantrank5,lightchest_covenantrank5_occultist,1
azoth_currency,lighthands_covenantrank1_occultist,50
covenantseal_occultist,lighthands_covenantrank1_occultist,1
lighthands_covenantrank1,lighthands_covenantrank1_occultist,1
azoth_currency,lighthands_covenantrank2_occultist,50
covenantseal_occultist,lighthands_covenantrank2_occultist,1
lighthands_covenantrank2,lighthands_covenantrank2_occultist,1
azoth_currency,lightchest_syndicaterank4_occultist,50
syndicateseal_occultist,lightchest_syndicaterank4_occultist,1
lightchest_syndicaterank4,lightchest_syndicaterank4_occultist,1
azoth_currency,lighthands_covenantrank3_occultist,50
covenantseal_occultist,lighthands_covenantrank3_occultist,1
lighthands_covenantrank3,lighthands_covenantrank3_occultist,1
azoth_currency,lighthands_covenantrank4_occultist,50
covenantseal_occultist,lighthands_covenantrank4_occultist,1
lighthands_covenantrank4,lighthands_covenantrank4_occultist,1
azoth_currency,lightchest_syndicaterank5_occultist,50
syndicateseal_occultist,lightchest_syndicaterank5_occultist,1
lightchest_syndicaterank5,lightchest_syndicaterank5_occultist,1
azoth_currency,lighthands_syndicaterank1_occultist,50
syndicateseal_occultist,lighthands_syndicaterank1_occultist,1
lighthands_syndicaterank1,lighthands_syndicaterank1_occultist,1
azoth_currency,lighthands_syndicaterank2_occultist,50
syndicateseal_occultist,lighthands_syndicaterank2_occultist,1
lighthands_syndicaterank2,lighthands_syndicaterank2_occultist,1
azoth_currency,lighthands_syndicaterank3_occultist,50
syndicateseal_occultist,lighthands_syndicaterank3_occultist,1
lighthands_syndicaterank3,lighthands_syndicaterank3_occultist,1
azoth_currency,lighthands_syndicaterank4_occultist,50
syndicateseal_occultist,lighthands_syndicaterank4_occultist,1
lighthands_syndicaterank4,lighthands_syndicaterank4_occultist,1
azoth_currency,lighthands_syndicaterank5_occultist,50
syndicateseal_occultist,lighthands_syndicaterank5_occultist,1
lighthands_syndicaterank5,lighthands_syndicaterank5_occultist,1
azoth_currency,lightlegs_syndicaterank1_occultist,50
syndicateseal_occultist,lightlegs_syndicaterank1_occultist,1
lightlegs_syndicaterank1,lightlegs_syndicaterank1_occultist,1
azoth_currency,lightlegs_syndicaterank2_occultist,50
syndicateseal_occultist,lightlegs_syndicaterank2_occultist,1
lightlegs_syndicaterank2,lightlegs_syndicaterank2_occultist,1
azoth_currency,lightlegs_syndicaterank3_occultist,50
syndicateseal_occultist,lightlegs_syndicaterank3_occultist,1
lightlegs_syndicaterank3,lightlegs_syndicaterank3_occultist,1
azoth_currency,lightfeet_syndicaterank2_occultist,50
syndicateseal_occultist,lightfeet_syndicaterank2_occultist,1
lightfeet_syndicaterank2,lightfeet_syndicaterank2_occultist,1
azoth_currency,lightfeet_syndicaterank3_occultist,50
syndicateseal_occultist,lightfeet_syndicaterank3_occultist,1
lightfeet_syndicaterank3,lightfeet_syndicaterank3_occultist,1
azoth_currency,lightfeet_syndicaterank4_occultist,50
syndicateseal_occultist,lightfeet_syndicaterank4_occultist,1
lightfeet_syndicaterank4,lightfeet_syndicaterank4_occultist,1
azoth_currency,heavychest_covenantinquisitort5_occultist,50
covenantseal_occultist,heavychest_covenantinquisitort5_occultist,1
heavychest_covenantinquisitort5,heavychest_covenantinquisitort5_occultist,1
azoth_currency,heavyhands_covenantinquisitort5_occultist,50
covenantseal_occultist,heavyhands_covenantinquisitort5_occultist,1
heavyhands_covenantinquisitort5,heavyhands_covenantinquisitort5_occultist,1
azoth_currency,heavylegs_covenantinquisitort5_occultist,50
covenantseal_occultist,heavylegs_covenantinquisitort5_occultist,1
heavylegs_covenantinquisitort5,heavylegs_covenantinquisitort5_occultist,1
azoth_currency,heavyhead_marauderlegatust5_occultist,50
marauderseal_occultist,heavyhead_marauderlegatust5_occultist,1
heavyhead_marauderlegatust5,heavyhead_marauderlegatust5_occultist,1
azoth_currency,heavyfeet_covenantinquisitort5_occultist,50
covenantseal_occultist,heavyfeet_covenantinquisitort5_occultist,1
heavyfeet_covenantinquisitort5,heavyfeet_covenantinquisitort5_occultist,1
