Source,Target,Quantity,Tradeskill,Rarity,Station,ItemType,Category,Value
watert1,potionencumbrancet1,1,Arcana,0,Arcane Repository Tier 3,Consumable,Concoctions,3
watert1,potionboostvoidabst5,1,Arcana,0,Arcane Repository Tier 5,Consumable,Concoctions,3
watert1,potionboostvoidabst4,1,Arcana,0,Arcane Repository Tier 4,Consumable,Concoctions,3
watert1,potionboostvoidabst3,1,Arcana,0,Arcane Repository Tier 3,Consumable,Concoctions,3
watert1,potionboostnatureabst5,1,Arcana,0,Arcane Repository Tier 5,Consumable,Concoctions,3
watert1,potionboostnatureabst4,1,Arcana,0,Arcane Repository Tier 4,Consumable,Concoctions,3
watert1,potionboostnatureabst3,1,Arcana,0,Arcane Repository Tier 3,Consumable,Concoctions,3
watert1,potionboostlightningabst5,1,Arcana,0,Arcane Repository Tier 5,Consumable,Concoctions,3
watert1,potionboostlightningabst4,1,Arcana,0,Arcane Repository Tier 4,Consumable,Concoctions,3
watert1,potionboostlightningabst3,1,Arcana,0,Arcane Repository Tier 3,Consumable,Concoctions,3
watert1,potionboostfireabst5,1,Arcana,0,Arcane Repository Tier 5,Consumable,Concoctions,3
watert1,potionboostfireabst4,1,Arcana,0,Arcane Repository Tier 4,Consumable,Concoctions,3
watert1,potionboostfireabst3,1,Arcana,0,Arcane Repository Tier 3,Consumable,Concoctions,3
watert1,potionboostarcaneabst5,1,Arcana,0,Arcane Repository Tier 5,Consumable,Concoctions,3
watert1,potionboostarcaneabst4,1,Arcana,0,Arcane Repository Tier 4,Consumable,Concoctions,3
watert1,potionboostarcaneabst3,1,Arcana,0,Arcane Repository Tier 3,Consumable,Concoctions,3
watert1,potionfamilywardlostt5,1,Arcana,0,Arcane Repository Tier 5,Consumable,Concoctions,3
watert1,potionfamilywardlostt4,1,Arcana,0,Arcane Repository Tier 4,Consumable,Concoctions,3
watert1,potionfamilywardlostt3,1,Arcana,0,Arcane Repository Tier 3,Consumable,Concoctions,3
watert1,potionfamilywardcorruptedt5,1,Arcana,0,Arcane Repository Tier 5,Consumable,Concoctions,3
watert1,potionfamilywardcorruptedt4,1,Arcana,0,Arcane Repository Tier 4,Consumable,Concoctions,3
watert1,potionfamilywardcorruptedt3,1,Arcana,0,Arcane Repository Tier 3,Consumable,Concoctions,3
watert1,potionfamilywardbeastt5,1,Arcana,0,Arcane Repository Tier 5,Consumable,Concoctions,3
watert1,potionfamilywardbeastt4,1,Arcana,0,Arcane Repository Tier 4,Consumable,Concoctions,3
watert1,potionfamilywardbeastt3,1,Arcana,0,Arcane Repository Tier 3,Consumable,Concoctions,3
watert1,potionfamilywardangryeartht5,1,Arcana,0,Arcane Repository Tier 5,Consumable,Concoctions,3
watert1,potionfamilywardangryeartht4,1,Arcana,0,Arcane Repository Tier 4,Consumable,Concoctions,3
watert1,potionfamilywardangryeartht3,1,Arcana,0,Arcane Repository Tier 3,Consumable,Concoctions,3
watert1,potionfamiliywardancientt5,1,Arcana,0,Arcane Repository Tier 5,Consumable,Concoctions,3
watert1,potionfamiliywardancientt4,1,Arcana,0,Arcane Repository Tier 4,Consumable,Concoctions,3
watert1,potionfamiliywardancientt3,1,Arcana,0,Arcane Repository Tier 3,Consumable,Concoctions,3
watert1,pastrycrustt1,1,Cooking,0,Kitchen Tier 2,Consumable,Crafting Components,3
watert1,foodweaponsmitht2,1,Cooking,0,Kitchen Tier 2,Consumable,Foods,3
watert1,foodminert3,1,Cooking,0,Kitchen Tier 3,Consumable,Foods,3
watert1,foodlumberjackt4,1,Cooking,0,Kitchen Tier 4,Consumable,Foods,3
watert1,foodjewelcraftert3,1,Cooking,0,Kitchen Tier 3,Consumable,Foods,3
watert1,foodintt5,1,Cooking,0,Kitchen Tier 5,Consumable,Foods,3
watert1,foodintstrt3,1,Cooking,0,Kitchen Tier 3,Consumable,Foods,3
watert1,foodhuntert4,1,Cooking,0,Kitchen Tier 4,Consumable,Foods,3
watert1,foodhuntert3,1,Cooking,0,Kitchen Tier 3,Consumable,Foods,3
watert1,foodhuntert2,1,Cooking,0,Kitchen Tier 2,Consumable,Foods,3
watert1,foodengineert4,1,Cooking,0,Kitchen Tier 4,Consumable,Foods,3
watert1,fooddexcont4,1,Cooking,0,Kitchen Tier 4,Consumable,Foods,3
watert1,fooddexcont2,1,Cooking,0,Kitchen Tier 2,Consumable,Foods,3
watert1,fooddefenset5,1,Cooking,0,Kitchen Tier 5,Consumable,Foods,3
watert1,fooddefenset2,1,Cooking,0,Kitchen Tier 2,Consumable,Foods,3
watert1,fooddefenset1,1,Cooking,0,Kitchen Tier 1,Consumable,Foods,3
watert1,foodarmorert5,1,Cooking,0,Kitchen Tier 5,Consumable,Foods,3
watert1,foodarmorert3,1,Cooking,0,Kitchen Tier 3,Consumable,Foods,3
watert1,foodarmorert1,1,Cooking,0,Kitchen Tier 1,Consumable,Foods,3
watert1,foodarcanistt5,1,Cooking,0,Kitchen Tier 5,Consumable,Foods,3
watert1,foodarcanistt4,1,Cooking,0,Kitchen Tier 4,Consumable,Foods,3
watert1,foodarcanistt3,1,Cooking,0,Kitchen Tier 3,Consumable,Foods,3
watert1,faction_provisions03_t2,1,Cooking,0,Kitchen Tier 2,Resource,Work Orders,3
watert1,faction_provisions03_t1,1,Cooking,0,Kitchen Tier 2,Resource,Work Orders,3
watert1,dyeb172,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb171,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb170,1,Cooking,0,Kitchen Tier 2,Dye,Dyes,3
watert1,dyeb169,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb168,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb166,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb165,1,Cooking,0,Kitchen Tier 2,Dye,Dyes,3
watert1,dyeb164,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb163,1,Cooking,0,Kitchen Tier 5,Dye,Dyes,3
watert1,dyeb162,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb161,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb160,1,Cooking,0,Kitchen Tier 2,Dye,Dyes,3
watert1,dyeb159,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb158,1,Cooking,0,Kitchen Tier 5,Dye,Dyes,3
watert1,dyeb157,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb156,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb155,1,Cooking,0,Kitchen Tier 2,Dye,Dyes,3
watert1,dyeb154,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb153,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb152,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb151,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb150,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb149,1,Cooking,0,Kitchen Tier 2,Dye,Dyes,3
watert1,dyeb148,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb147,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb145,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb144,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb143,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb142,1,Cooking,0,Kitchen Tier 2,Dye,Dyes,3
watert1,dyeb141,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb140,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb138,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb137,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb136,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb135,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb134,1,Cooking,0,Kitchen Tier 2,Dye,Dyes,3
watert1,dyeb133,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb132,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb131,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb130,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb129,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb128,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb127,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb126,1,Cooking,0,Kitchen Tier 2,Dye,Dyes,3
watert1,dyeb125,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb124,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb123,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb122,1,Cooking,0,Kitchen Tier 5,Dye,Dyes,3
watert1,dyeb121,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb120,1,Cooking,0,Kitchen Tier 2,Dye,Dyes,3
watert1,dyeb119,1,Cooking,0,Kitchen Tier 2,Dye,Dyes,3
watert1,dyeb118,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb117,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb116,1,Cooking,0,Kitchen Tier 5,Dye,Dyes,3
watert1,dyeb115,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb114,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb113,1,Cooking,0,Kitchen Tier 2,Dye,Dyes,3
watert1,dyeb112,1,Cooking,0,Kitchen Tier 2,Dye,Dyes,3
watert1,dyeb111,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb110,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb109,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb108,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb107,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb106,1,Cooking,0,Kitchen Tier 5,Dye,Dyes,3
watert1,dyeb105,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb104,1,Cooking,0,Kitchen Tier 2,Dye,Dyes,3
watert1,dyeb103,1,Cooking,0,Kitchen Tier 3,Dye,Dyes,3
watert1,dyeb102,1,Cooking,0,Kitchen Tier 4,Dye,Dyes,3
watert1,dyeb101,1,Cooking,0,Kitchen Tier 5,Dye,Dyes,3
watert1,dyeb100,1,Cooking,0,Kitchen Tier 5,Dye,Dyes,3
alchemyspiritt2,proficiencyboostert3,1,Engineering,0,Workshop Tier 3,Consumable,Consumables,3
alchemyspiritt2,opalt2,1,Stonecutting,1,Stonecutting Table Tier 3,Resource,Fuse Gemstones,3
alchemyspiritt2,opalcutt2,1,Stonecutting,1,Stonecutting Table Tier 3,Resource,Cut Gemstones,3
alchemyspiritt2,malachitet2,1,Stonecutting,1,Stonecutting Table Tier 3,Resource,Fuse Gemstones,3
alchemyspiritt2,malachitecutt2,1,Stonecutting,1,Stonecutting Table Tier 3,Resource,Cut Gemstones,3
alchemyspiritt2,amethystt2,1,Stonecutting,1,Stonecutting Table Tier 3,Resource,Fuse Gemstones,3
alchemyspiritt2,amethystcutt2,1,Stonecutting,1,Stonecutting Table Tier 3,Resource,Cut Gemstones,3
alchemyspiritt2,alchemyspiritt3,1,Arcana,2,Arcane Repository Tier 4,Resource,Elemental Infusion,3
Tier 5 Metals,2hwarhammert5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Weapons,243
Tier 5 Metals,2hcelestialstaff_lifet5,1,Arcana,0,Arcane Repository Tier 5,Weapon,Weapons,243
Tier 5 Metals,2helementalstaff_firet5,1,Arcana,0,Arcane Repository Tier 5,Weapon,Weapons,243
Tier 5 Metals,1hskinningknifet5,1,Engineering,0,Workshop Tier 5,Weapon,Tools,243
Tier 5 Metals,1hsicklet5,1,Engineering,0,Workshop Tier 5,Weapon,Tools,243
Tier 5 Metals,1hshielddt5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Weapons,243
Tier 5 Metals,1hshieldat5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Weapons,243
Tier 5 Metals,1hshieldbt5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Weapons,243
Tier 5 Metals,1hswordbt5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Weapons,243
Tier 5 Metals,heavylegs_platet5,1,Armoring,0,Forge Tier 5,Armor,Armor,243
Tier 5 Metals,heavyhead_platet5,1,Armoring,0,Forge Tier 5,Armor,Armor,243
Tier 5 Metals,heavyhands_platet5,1,Armoring,0,Forge Tier 5,Armor,Armor,243
Tier 5 Metals,heavyfeet_platet5,1,Armoring,0,Forge Tier 5,Armor,Armor,243
Tier 5 Metals,heavychest_platet5,1,Armoring,0,Forge Tier 5,Armor,Armor,243
Tier 5 Metals,2hmuskett5,1,Engineering,0,Workshop Tier 5,Weapon,Weapons,243
Tier 5 Metals,2hpickt5,1,Engineering,0,Workshop Tier 5,Weapon,Tools,243
Tier 5 Metals,1hswordt5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Weapons,243
Tier 5 Metals,2haxet5,1,Engineering,0,Workshop Tier 5,Weapon,Tools,243
Tier 5 Metals,heavylegs_heavyt5,1,Armoring,0,Forge Tier 5,Armor,Armor,243
Tier 5 Metals,heavyhead_heavyt5,1,Armoring,0,Forge Tier 5,Armor,Armor,243
Tier 5 Metals,heavyhands_heavyt5,1,Armoring,0,Forge Tier 5,Armor,Armor,243
Tier 5 Metals,heavyfeet_heavyt5,1,Armoring,0,Forge Tier 5,Armor,Armor,243
Tier 5 Metals,heavychest_heavyt5,1,Armoring,0,Forge Tier 5,Armor,Armor,243
Tier 5 Metals,1hhatchett5,1,Engineering,0,Forge Tier 5,Weapon,Weapons,243
Tier 5 Metals,1helementalgauntlet_icet5,1,Arcana,0,Arcane Repository Tier 5,Weapon,Weapons,243
Tier 5 Metals,2hgreataxet5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Weapons,243
Tier 5 Metals,heavylegs_furlinedt5,1,Armoring,0,Forge Tier 5,Armor,Armor,243
Tier 5 Metals,heavylegs_crafteddungeon7t5,1,Armoring,0,Forge Tier 5,Armor,Expedition Replicas,243
Tier 5 Metals,heavylegs_crafteddungeon6t5,1,Armoring,0,Forge Tier 5,Armor,Expedition Replicas,243
Tier 5 Metals,heavyhead_furlinedt5,1,Armoring,0,Forge Tier 5,Armor,Armor,243
Tier 5 Metals,heavyhead_crafteddungeon7t5,1,Armoring,0,Forge Tier 5,Armor,Expedition Replicas,243
Tier 5 Metals,heavyhead_crafteddungeon6t5,1,Armoring,0,Forge Tier 5,Armor,Expedition Replicas,243
Tier 5 Metals,heavyhands_furlinedt5,1,Armoring,0,Forge Tier 5,Armor,Armor,243
Tier 5 Metals,heavyhands_crafteddungeon7t5,1,Armoring,0,Forge Tier 5,Armor,Expedition Replicas,243
Tier 5 Metals,heavyhands_crafteddungeon6t5,1,Armoring,0,Forge Tier 5,Armor,Expedition Replicas,243
Tier 5 Metals,heavyfeet_furlinedt5,1,Armoring,0,Forge Tier 5,Armor,Armor,243
Tier 5 Metals,heavyfeet_crafteddungeon7t5,1,Armoring,0,Forge Tier 5,Armor,Expedition Replicas,243
Tier 5 Metals,heavyfeet_crafteddungeon6t5,1,Armoring,0,Forge Tier 5,Armor,Expedition Replicas,243
Tier 5 Metals,heavychest_furlinedt5,1,Armoring,0,Forge Tier 5,Armor,Armor,243
Tier 5 Metals,heavychest_crafteddungeon7t5,1,Armoring,0,Forge Tier 5,Armor,Expedition Replicas,243
Tier 5 Metals,heavychest_crafteddungeon6t5,1,Armoring,0,Forge Tier 5,Armor,Expedition Replicas,243
Tier 5 Metals,2hwarhammercrafteddungeon7t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,2hwarhammercrafteddungeon6t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,2htowershieldcrafteddungeon7t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,2htowershieldcrafteddungeon6t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,2hstafflifecrafteddungeon7t5,1,Arcana,0,Arcane Repository Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,2hstafflifecrafteddungeon6t5,1,Arcana,0,Arcane Repository Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,2hstafffirecrafteddungeon7t5,1,Arcana,0,Arcane Repository Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,2hstafffirecrafteddungeon6t5,1,Arcana,0,Arcane Repository Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,2hspearcrafteddungeon7t5,1,Engineering,0,Forge Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,2hspearcrafteddungeon6t5,1,Engineering,0,Forge Tier 4,Weapon,Expedition Replicas,243
Tier 5 Metals,2hroundshieldcrafteddungeon7t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,2hroundshieldcrafteddungeon6t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,2hmusketcrafteddungeon7t5,1,Engineering,0,Workshop Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,2hmusketcrafteddungeon6t5,1,Engineering,0,Workshop Tier 4,Weapon,Expedition Replicas,243
Tier 5 Metals,2hkiteshieldcrafteddungeon7t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,2hkiteshieldcrafteddungeon6t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,2hgreataxecrafteddungeon7t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,2hgreataxecrafteddungeon6t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,1hthrowingaxecrafteddungeon7t5,1,Engineering,0,Forge Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,1hthrowingaxecrafteddungeon6t5,1,Engineering,0,Forge Tier 4,Weapon,Expedition Replicas,243
Tier 5 Metals,1hrapiercrafteddungeon7t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,1hrapiercrafteddungeon6t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,1hlongswordcrafteddungeon7t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,1hlongswordcrafteddungeon6t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,1hgauntleticecrafteddungeon7t5,1,Arcana,0,Arcane Repository Tier 5,Weapon,Expedition Replicas,243
Tier 5 Metals,1hgauntleticecrafteddungeon6t5,1,Arcana,0,Arcane Repository Tier 5,Weapon,Expedition Replicas,243
Refined Wood,2hwarhammert5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Weapons,1
Refined Wood,2hwarhammert4,1,Weaponsmithing,0,Forge Tier 4,Weapon,Weapons,1
Refined Wood,2hwarhammert3,1,Weaponsmithing,0,Forge Tier 3,Weapon,Weapons,1
Refined Wood,2hwarhammert2,1,Weaponsmithing,0,Forge Tier 2,Weapon,Weapons,1
Refined Wood,1hskinningknifet5,1,Engineering,0,Workshop Tier 5,Weapon,Tools,1
Refined Wood,1hskinningknifet4,1,Engineering,0,Workshop Tier 4,Weapon,Tools,1
Refined Wood,1hskinningknifet3,1,Engineering,0,Workshop Tier 3,Weapon,Tools,1
Refined Wood,1hskinningknifet2,1,Engineering,0,Workshop Tier 2,Weapon,Tools,1
Refined Wood,1hsicklet5,1,Engineering,0,Workshop Tier 5,Weapon,Tools,1
Refined Wood,1hsicklet4,1,Engineering,0,Workshop Tier 4,Weapon,Tools,1
Refined Wood,1hsicklet3,1,Engineering,0,Workshop Tier 3,Weapon,Tools,1
Refined Wood,1hsicklet2,1,Engineering,0,Workshop Tier 2,Weapon,Tools,1
Refined Wood,1hshielddt5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Weapons,1
Refined Wood,1hshielddt4,1,Weaponsmithing,0,Forge Tier 4,Weapon,Weapons,1
Refined Wood,1hshieldat5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Weapons,1
Refined Wood,1hshieldat4,1,Weaponsmithing,0,Forge Tier 4,Weapon,Weapons,1
Refined Wood,1hshieldat3,1,Weaponsmithing,0,Forge Tier 3,Weapon,Weapons,1
Refined Wood,1hshieldat2,1,Weaponsmithing,0,Forge Tier 2,Weapon,Weapons,1
Refined Wood,1hshieldbt5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Weapons,1
Refined Wood,1hshieldbt4,1,Weaponsmithing,0,Forge Tier 4,Weapon,Weapons,1
Refined Wood,1hshieldbt3,1,Weaponsmithing,0,Forge Tier 3,Weapon,Weapons,1
Refined Wood,1hswordbt5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Weapons,1
Refined Wood,1hswordbt4,1,Weaponsmithing,0,Forge Tier 4,Weapon,Weapons,1
Refined Wood,1hswordbt3,1,Weaponsmithing,0,Forge Tier 3,Weapon,Weapons,1
Refined Wood,1hswordbt2,1,Weaponsmithing,0,Forge Tier 2,Weapon,Weapons,1
Refined Wood,2hmuskett5,1,Engineering,0,Workshop Tier 5,Weapon,Weapons,1
Refined Wood,2hmuskett4,1,Engineering,0,Workshop Tier 4,Weapon,Weapons,1
Refined Wood,2hmuskett3,1,Engineering,0,Workshop Tier 3,Weapon,Weapons,1
Refined Wood,2hmuskett2,1,Engineering,0,Workshop Tier 2,Weapon,Weapons,1
Refined Wood,2hpickt5,1,Engineering,0,Workshop Tier 5,Weapon,Tools,1
Refined Wood,2hpickt4,1,Engineering,0,Workshop Tier 4,Weapon,Tools,1
Refined Wood,2hpickt3,1,Engineering,0,Workshop Tier 3,Weapon,Tools,1
Refined Wood,2hpickt2,1,Engineering,0,Workshop Tier 2,Weapon,Tools,1
Refined Wood,1hswordt5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Weapons,1
Refined Wood,1hswordt4,1,Weaponsmithing,0,Forge Tier 4,Weapon,Weapons,1
Refined Wood,1hswordt3,1,Weaponsmithing,0,Forge Tier 3,Weapon,Weapons,1
Refined Wood,1hswordt2,1,Weaponsmithing,0,Forge Tier 2,Weapon,Weapons,1
Refined Wood,2haxet5,1,Engineering,0,Workshop Tier 5,Weapon,Tools,1
Refined Wood,2haxet4,1,Engineering,0,Workshop Tier 4,Weapon,Tools,1
Refined Wood,2haxet3,1,Engineering,0,Workshop Tier 3,Weapon,Tools,1
Refined Wood,2haxet2,1,Engineering,0,Workshop Tier 2,Weapon,Tools,1
Refined Wood,1hhatchett5,1,Engineering,0,Forge Tier 5,Weapon,Weapons,1
Refined Wood,1hhatchett4,1,Engineering,0,Forge Tier 4,Weapon,Weapons,1
Refined Wood,1hhatchett3,1,Engineering,0,Forge Tier 3,Weapon,Weapons,1
Refined Wood,1hhatchett2,1,Engineering,0,Forge Tier 2,Weapon,Weapons,1
Refined Wood,2hgreataxet5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Weapons,1
Refined Wood,2hgreataxet4,1,Weaponsmithing,0,Forge Tier 4,Weapon,Weapons,1
Refined Wood,2hgreataxet3,1,Weaponsmithing,0,Forge Tier 3,Weapon,Weapons,1
Refined Wood,2hgreataxet2,1,Weaponsmithing,0,Forge Tier 2,Weapon,Weapons,1
Refined Wood,2hwarhammercrafteddungeon7t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,1
Refined Wood,2hwarhammercrafteddungeon6t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,1
Refined Wood,2hwarhammercrafteddungeon5t4,1,Weaponsmithing,0,Forge Tier 4,Weapon,Expedition Replicas,1
Refined Wood,2hwarhammercrafteddungeon4t4,1,Weaponsmithing,0,Forge Tier 4,Weapon,Expedition Replicas,1
Refined Wood,2hwarhammercrafteddungeon2t3,1,Weaponsmithing,0,Forge Tier 3,Weapon,Expedition Replicas,1
Refined Wood,2hwarhammercrafteddungeon1t3,1,Weaponsmithing,0,Forge Tier 3,Weapon,Expedition Replicas,1
Refined Wood,2htowershieldcrafteddungeon7t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,1
Refined Wood,2htowershieldcrafteddungeon6t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,1
Refined Wood,2htowershieldcrafteddungeon5t4,1,Weaponsmithing,0,Forge Tier 4,Weapon,Expedition Replicas,1
Refined Wood,2htowershieldcrafteddungeon4t4,1,Weaponsmithing,0,Forge Tier 4,Weapon,Expedition Replicas,1
Refined Wood,2hspearcrafteddungeon7t5,1,Engineering,0,Forge Tier 5,Weapon,Expedition Replicas,1
Refined Wood,2hspearcrafteddungeon6t5,1,Engineering,0,Forge Tier 4,Weapon,Expedition Replicas,1
Refined Wood,2hspearcrafteddungeon5t4,1,Engineering,0,Forge Tier 4,Weapon,Expedition Replicas,1
Refined Wood,2hspearcrafteddungeon4t4,1,Engineering,0,Forge Tier 4,Weapon,Expedition Replicas,1
Refined Wood,2hspearcrafteddungeon2t3,1,Engineering,0,Forge Tier 3,Weapon,Expedition Replicas,1
Refined Wood,2hspearcrafteddungeon1t3,1,Engineering,0,Forge Tier 2,Weapon,Expedition Replicas,1
Refined Wood,2hroundshieldcrafteddungeon7t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,1
Refined Wood,2hroundshieldcrafteddungeon6t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,1
Refined Wood,2hroundshieldcrafteddungeon5t4,1,Weaponsmithing,0,Forge Tier 4,Weapon,Expedition Replicas,1
Refined Wood,2hroundshieldcrafteddungeon4t4,1,Weaponsmithing,0,Forge Tier 4,Weapon,Expedition Replicas,1
Refined Wood,2hroundshieldcrafteddungeon2t3,1,Weaponsmithing,0,Forge Tier 3,Weapon,Expedition Replicas,1
Refined Wood,2hroundshieldcrafteddungeon1t3,1,Weaponsmithing,0,Forge Tier 3,Weapon,Expedition Replicas,1
Refined Wood,2hmusketcrafteddungeon7t5,1,Engineering,0,Workshop Tier 5,Weapon,Expedition Replicas,1
Refined Wood,2hmusketcrafteddungeon6t5,1,Engineering,0,Workshop Tier 4,Weapon,Expedition Replicas,1
Refined Wood,2hmusketcrafteddungeon5t4,1,Engineering,0,Workshop Tier 4,Weapon,Expedition Replicas,1
Refined Wood,2hmusketcrafteddungeon4t4,1,Engineering,0,Workshop Tier 4,Weapon,Expedition Replicas,1
Refined Wood,2hmusketcrafteddungeon2t3,1,Engineering,0,Workshop Tier 3,Weapon,Expedition Replicas,1
Refined Wood,2hmusketcrafteddungeon1t3,1,Engineering,0,Workshop Tier 2,Weapon,Expedition Replicas,1
Refined Wood,2hkiteshieldcrafteddungeon7t5,1,Weaponsmithing,0,Forge Tier 5,Weapon,Expedition Replicas,1
