ID,Label,Count
cranberryt1,Cranberry,1
watert1,Water,1
workorder_faction_provisions02_t1,Cooking Recipe,1
fisht1,Fish Filet,1
fishoilt1,Fish Oil,1
workorder_1334_0201_perfume,Recipe: Volusus Perfume,1
1334_0201_spores,Slimy Fungal Drippings,1
1334_0201_elkgland,Stag Anus Gland,1
1334_0201_laudanum,Maggot-Laden Fruit,1
workorder_faction_provisions01_t1,Cooking Recipe,1
porkt1,Pork,1
saltt1,Salt,1
watert1,Water,1
Tier 2 Medicinal Reagents,Tier 2 Medicinal Reagents,1
Tier 2 Raw Foods,Tier 2 Raw Foods,1
Raw Foods,Raw Foods,1
Tier 1 Raw Foods,Tier 1 Raw Foods,1
watert1,Water,1
Tier 2 Magical Reagents,Tier 2 Magical Reagents,1
cranberryt1,Cranberry,1
sugart1,Sugar,1
watert1,Water,1
Tier 2 Raw Foods,Tier 2 Raw Foods,1
Raw Foods,Raw Foods,1
broccolit1,Broccoli,1
buttert1,Butter,1
saltt1,Salt,1
watert1,Water,1
Tier 2 Medicinal Reagents,Tier 2 Medicinal Reagents,1
Life Reagents,Life Reagents,1
melont1,Melon,1
honeyt1,Honey,1
cinnamont1,Cinnamon,1
workorder_faction_provisions01_t2,Cooking Recipe,1
porkt1,Pork,1
saltt1,Salt,1
sugart1,Sugar,1
workorder_faction_provisions03_t2,Cooking Recipe,1
cranberryt1,Cranberry,1
sugart1,Sugar,1
watert1,Water,1
workorder_faction_provisions02_t2,Cooking Recipe,1
fisht1,Fish Filet,1
fishoilt1,Fish Oil,1
dillt1,Dill,1
workorder_practicedummyt2,Basic Practice Dummy,1
workorder_nailst2,Iron Nails,1
workorder_compasst2,Work Order: Iron Compass,1
charcoalt1,Charcoal,1
solventt3,Weak Solvent,1
timbert2,Timber,1
ingott2,Iron Ingot,1
woodstaint2,Ash Stain,1
workorder_precisiontoolst2,Iron Precision Tools,1
workorder_sewingneedlest2,Work Order: Iron Sewing Needles,1
clotht2,Linen,1
feathert1,Feathers,1
woodstaint3,Maple Stain,1
timbert2,Timber,1
ingott2,Iron Ingot,1
woodstaint3,Maple Stain,1
timbert2,Timber,1
ingott2,Iron Ingot,1
woodstaint2,Ash Stain,1
timbert2,Timber,1
ingott2,Iron Ingot,1
woodstaint2,Ash Stain,1
reedt1,Reeds,1
fibert1,Fibers,1
solventt3,Weak Solvent,1
timbert2,Timber,1
ingott2,Iron Ingot,1
solventt3,Weak Solvent,1
ingott2,Iron Ingot,1
oilt1,Oil,1
fibert1,Fibers,1
timbert2,Timber,1
ingott2,Iron Ingot,1
woodstaint2,Ash Stain,1
timbert2,Timber,1
ingott2,Iron Ingot,1
woodstaint2,Ash Stain,1
timbert2,Timber,1
ingott2,Iron Ingot,1
woodstaint2,Ash Stain,1
timbert2,Timber,1
ingott2,Iron Ingot,1
woodstaint2,Ash Stain,1
ingott2,Iron Ingot,1
oilt1,Oil,1
fibert1,Fibers,1
ingott2,Iron Ingot,1
oilt1,Oil,1
fibert1,Fibers,1
timbert2,Timber,1
ingott2,Iron Ingot,1
oilt1,Oil,1
timbert2,Timber,1
ingott2,Iron Ingot,1
woodstaint2,Ash Stain,1
workorder_structuralbracest2,Work Order: Iron Structural Braces,1
timbert2,Timber,1
ingott2,Iron Ingot,1
woodstaint2,Ash Stain,1
timbert2,Timber,1
ingott2,Iron Ingot,1
woodstaint2,Ash Stain,1
clotht2,Linen,1
ingott2,Iron Ingot,1
pigmentblue,Blue Pigment,1
clotht2,Linen,1
clothweavet3,Crossweave,1
fibert1,Fibers,1
clotht2,Linen,1
ingott2,Iron Ingot,1
pigmentblue,Blue Pigment,1
timbert2,Timber,1
ingott2,Iron Ingot,1
woodstaint2,Ash Stain,1
watert1,Water,1
Tier 2 Protective Reagents,Tier 2 Protective Reagents,1
Air Reagents,Air Reagents,1
Tier 1 Raw Foods,Tier 1 Raw Foods,1
workorder_partyspreadt2,Basic Party Spread,1
workorder_workrationst2,Basic Worker Rations,1
workorder_appetizert2,Basic Appetizer,1
workorder_brewkegt2,Pony Keg of Brew,1
workorder_firstaidsuppliest2,Basic First Aid Supplies,1
workorder_dispellingkitt2,Basic Dispelling Kit,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumchest_syndicaterank1,Reinforced Syndicate Adept Coat of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumchest_syndicaterank2,Reinforced Syndicate Scrivener Coat of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumchest_syndicaterank3,Reinforced Syndicate Chronicler Coat of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumchest_syndicaterank4,Reinforced Syndicate Cabalist Coat of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumchest_syndicaterank5,Reinforced Syndicate Alchemist Coat of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumhands_syndicaterank1,Reinforced Syndicate Adept Gloves of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumhands_syndicaterank2,Reinforced Syndicate Scrivener Gloves of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumlegs_syndicaterank1,Reinforced Syndicate Adept Pants of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumhands_syndicaterank3,Reinforced Syndicate Chronicler Gloves of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumlegs_syndicaterank3,Reinforced Syndicate Chronicler Pants of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumhands_syndicaterank4,Reinforced Syndicate Cabalist Gloves of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumhands_syndicaterank5,Reinforced Syndicate Alchemist Gloves of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumlegs_syndicaterank4,Reinforced Syndicate Cabalist Pants of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumlegs_syndicaterank5,Reinforced Syndicate Alchemist Pants of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumfeet_syndicaterank3,Reinforced Syndicate Chronicler Shoes of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumfeet_syndicaterank1,Reinforced Syndicate Adept Shoes of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumfeet_syndicaterank5,Reinforced Syndicate Alchemist Shoes of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumhead_syndicateplaguedoctort5,Reinforced Syndicate Plague Doctor Mask of the Mage,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumfeet_syndicaterank4,Reinforced Syndicate Cabalist Shoes of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumchest_syndicateplaguedoctort5,Reinforced Syndicate Plague Doctor Robes of the Mage,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumlegs_syndicaterank2,Reinforced Syndicate Scrivener Pants of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumhead_syndicaterank5,Reinforced Syndicate Alchemist Hat of the Brigand,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
mediumchest_covenantrank4,Reinforced Covenant Lumen Coat of the Brigand,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
mediumchest_covenantrank5,Reinforced Covenant Adjudicator Coat of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
mediumfeet_marauderrank5,Reinforced Marauder Commander Shoes of the Brigand,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
mediumhands_covenantrank1,Reinforced Covenant Initiate Gloves of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
mediumfeet_marauderrank4,Reinforced Marauder Destroyer Shoes of the Brigand,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
mediumhead_covenantrank1,Reinforced Covenant Initiate Hat of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
mediumchest_marauderrank1,Reinforced Marauder Soldier Coat of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
mediumchest_marauderrank2,Reinforced Marauder Gladiator Coat of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
mediumchest_marauderrank4,Reinforced Marauder Destroyer Coat of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
mediumchest_marauderrank5,Reinforced Marauder Commander Coat of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
mediumchest_marauderrank3,Reinforced Marauder Ravager Coat of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
mediumhands_marauderrank1,Reinforced Marauder Soldier Gloves of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
mediumhands_marauderrank3,Reinforced Marauder Ravager Gloves of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
mediumhands_marauderrank2,Reinforced Marauder Gladiator Gloves of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
mediumhands_marauderrank4,Reinforced Marauder Destroyer Gloves of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
mediumlegs_marauderrank1,Reinforced Marauder Soldier Pants of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
mediumhands_marauderrank5,Reinforced Marauder Commander Gloves of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
mediumlegs_marauderrank2,Reinforced Marauder Gladiator Pants of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
mediumlegs_marauderrank3,Reinforced Marauder Ravager Pants of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
mediumlegs_marauderrank4,Reinforced Marauder Destroyer Pants of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
mediumfeet_marauderrank1,Reinforced Marauder Soldier Shoes of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
mediumfeet_marauderrank2,Reinforced Marauder Gladiator Shoes of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
mediumlegs_marauderrank5,Reinforced Marauder Commander Pants of the Brigand,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
mediumhead_covenantrank2,Reinforced Covenant Templar Hat of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
lighthands_syndicaterank4,Reinforced Syndicate Cabalist Handcovers of the Priest,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
mediumfeet_marauderrank3,Reinforced Marauder Ravager Shoes of the Brigand,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
lightfeet_covenantrank3,Reinforced Covenant Excubitor Footwear of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
lightchest_covenantrank1,Reinforced Covenant Initiate Jacket of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
lightchest_covenantrank2,Reinforced Covenant Templar Jacket of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
lightchest_covenantrank4,Reinforced Covenant Lumen Jacket of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
lightchest_covenantrank3,Reinforced Covenant Excubitor Jacket of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
lightchest_covenantrank5,Reinforced Covenant Adjudicator Jacket of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
lighthands_covenantrank1,Reinforced Covenant Initiate Handcovers of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
lighthands_covenantrank3,Reinforced Covenant Excubitor Handcovers of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
lighthands_covenantrank4,Reinforced Covenant Lumen Handcovers of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
lighthands_covenantrank2,Reinforced Covenant Templar Handcovers of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
lightlegs_covenantrank1,Reinforced Covenant Initiate Leggings of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
lighthands_covenantrank5,Reinforced Covenant Adjudicator Handcovers of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
lightlegs_covenantrank2,Reinforced Covenant Templar Leggings of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
lightlegs_covenantrank3,Reinforced Covenant Excubitor Leggings of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
lightlegs_covenantrank4,Reinforced Covenant Lumen Leggings of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
lightfeet_covenantrank1,Reinforced Covenant Initiate Footwear of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
lightfeet_covenantrank2,Reinforced Covenant Templar Footwear of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
lightfeet_covenantrank4,Reinforced Covenant Lumen Footwear of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
lightlegs_covenantrank5,Reinforced Covenant Adjudicator Leggings of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
lightfeet_covenantrank5,Reinforced Covenant Adjudicator Footwear of the Priest,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
lighthead_syndicaterank1,Reinforced Syndicate Adept Headwear of the Priest,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
heavychest_syndicaterank1,Reinforced Syndicate Adept Breastplate of the Barbarian,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
heavychest_syndicaterank2,Reinforced Syndicate Scrivener Breastplate of the Barbarian,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
heavychest_syndicaterank3,Reinforced Syndicate Chronicler Breastplate of the Barbarian,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
heavychest_syndicaterank4,Reinforced Syndicate Cabalist Breastplate of the Barbarian,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
heavyhands_syndicaterank1,Reinforced Syndicate Adept Gauntlets of the Barbarian,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
heavychest_syndicaterank5,Reinforced Syndicate Alchemist Breastplate of the Barbarian,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
heavyhands_syndicaterank2,Reinforced Syndicate Scrivener Gauntlets of the Barbarian,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
heavyhands_syndicaterank3,Reinforced Syndicate Chronicler Gauntlets of the Barbarian,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
heavyhands_syndicaterank4,Reinforced Syndicate Cabalist Gauntlets of the Barbarian,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
heavylegs_syndicaterank1,Reinforced Syndicate Adept Legguards of the Barbarian,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
heavylegs_syndicaterank3,Reinforced Syndicate Chronicler Legguards of the Barbarian,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
heavylegs_syndicaterank2,Reinforced Syndicate Scrivener Legguards of the Barbarian,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
heavylegs_syndicaterank4,Reinforced Syndicate Cabalist Legguards of the Barbarian,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
heavyhands_syndicaterank5,Reinforced Syndicate Alchemist Gauntlets of the Barbarian,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
heavylegs_syndicaterank5,Reinforced Syndicate Alchemist Legguards of the Barbarian,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
heavyfeet_syndicaterank1,Reinforced Syndicate Adept Boots of the Barbarian,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
heavyfeet_syndicaterank2,Reinforced Syndicate Scrivener Boots of the Barbarian,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
heavyhead_syndicaterank5,Reinforced Syndicate Alchemist Helm of the Barbarian,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
heavyfeet_syndicaterank3,Reinforced Syndicate Chronicler Boots of the Barbarian,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
heavyhands_covenantrank2,Reinforced Covenant Templar Gauntlets of the Barbarian,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
heavyfeet_syndicaterank4,Reinforced Syndicate Cabalist Boots of the Barbarian,1
azoth_currency,azoth_currency,1
covenantseal_cleric,Covenant Cleric Seal,1
heavyhands_covenantrank3,Reinforced Covenant Excubitor Gauntlets of the Barbarian,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
heavychest_marauderrank1,Reinforced Marauder Soldier Breastplate of the Barbarian,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
heavychest_marauderrank3,Reinforced Marauder Ravager Breastplate of the Barbarian,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
heavychest_marauderrank2,Reinforced Marauder Gladiator Breastplate of the Barbarian,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
heavychest_marauderrank4,Reinforced Marauder Destroyer Breastplate of the Barbarian,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
heavychest_marauderrank5,Reinforced Marauder Commander Breastplate of the Barbarian,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
heavyhands_marauderrank2,Reinforced Marauder Gladiator Gauntlets of the Barbarian,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
heavyhands_marauderrank1,Reinforced Marauder Soldier Gauntlets of the Barbarian,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
heavyhands_marauderrank3,Reinforced Marauder Ravager Gauntlets of the Barbarian,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
heavyhands_marauderrank4,Reinforced Marauder Destroyer Gauntlets of the Barbarian,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
heavyhands_marauderrank5,Reinforced Marauder Commander Gauntlets of the Barbarian,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
heavylegs_marauderrank3,Reinforced Marauder Ravager Legguards of the Barbarian,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
heavylegs_marauderrank2,Reinforced Marauder Gladiator Legguards of the Barbarian,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
heavylegs_marauderrank4,Reinforced Marauder Destroyer Legguards of the Barbarian,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
heavylegs_marauderrank5,Reinforced Marauder Commander Legguards of the Barbarian,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
heavylegs_marauderrank1,Reinforced Marauder Soldier Legguards of the Barbarian,1
azoth_currency,azoth_currency,1
syndicateseal_cleric,Syndicate Cleric Seal,1
mediumfeet_syndicaterank2,Reinforced Syndicate Scrivener Shoes of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_cleric,Marauder Cleric Seal,1
heavyfeet_marauderrank1,Reinforced Marauder Soldier Boots of the Barbarian,1
azoth_currency,azoth_currency,1
marauderseal_occultist,Marauder Occultist Seal,1
heavyfeet_marauderlegatust5,Reinforced Marauder Legatus Greaves of the Knight,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
lightfeet_syndicaterank5,Reinforced Syndicate Alchemist Footwear of the Priest,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
lighthead_syndicaterank4,Reinforced Syndicate Cabalist Headwear of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_occultist,Covenant Occultist Seal,1
heavyhead_covenantinquisitort5,Reinforced Covenant Inquisitor Hat of the Warden,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
lightlegs_syndicaterank5,Reinforced Syndicate Alchemist Leggings of the Priest,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
lightfeet_syndicaterank1,Reinforced Syndicate Adept Footwear of the Priest,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
lightlegs_syndicaterank4,Reinforced Syndicate Cabalist Leggings of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_occultist,Covenant Occultist Seal,1
lightlegs_covenantrank1,Reinforced Covenant Initiate Leggings of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_occultist,Covenant Occultist Seal,1
lightlegs_covenantrank2,Reinforced Covenant Templar Leggings of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_occultist,Covenant Occultist Seal,1
lightlegs_covenantrank3,Reinforced Covenant Excubitor Leggings of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_occultist,Covenant Occultist Seal,1
lightlegs_covenantrank4,Reinforced Covenant Lumen Leggings of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_occultist,Covenant Occultist Seal,1
lightfeet_covenantrank1,Reinforced Covenant Initiate Footwear of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_occultist,Covenant Occultist Seal,1
lightfeet_covenantrank2,Reinforced Covenant Templar Footwear of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_occultist,Covenant Occultist Seal,1
lightfeet_covenantrank3,Reinforced Covenant Excubitor Footwear of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_occultist,Covenant Occultist Seal,1
lightlegs_covenantrank5,Reinforced Covenant Adjudicator Leggings of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_occultist,Covenant Occultist Seal,1
lightfeet_covenantrank5,Reinforced Covenant Adjudicator Footwear of the Priest,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
lighthead_syndicaterank1,Reinforced Syndicate Adept Headwear of the Priest,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
lighthead_syndicaterank2,Reinforced Syndicate Scrivener Headwear of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_occultist,Covenant Occultist Seal,1
lightfeet_covenantrank4,Reinforced Covenant Lumen Footwear of the Priest,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
lighthead_syndicaterank3,Reinforced Syndicate Chronicler Headwear of the Priest,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
lighthead_syndicaterank5,Reinforced Syndicate Alchemist Headwear of the Priest,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
lightchest_syndicaterank3,Reinforced Syndicate Chronicler Jacket of the Priest,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
lightchest_syndicaterank1,Reinforced Syndicate Adept Jacket of the Priest,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
lightchest_syndicaterank2,Reinforced Syndicate Scrivener Jacket of the Priest,1
azoth_currency,azoth_currency,1
covenantseal_occultist,Covenant Occultist Seal,1
lighthands_covenantrank5,Reinforced Covenant Adjudicator Handcovers of the Priest,1
azoth_currency,azoth_currency,1
marauderseal_occultist,Marauder Occultist Seal,1
lightchest_marauderrank1,Reinforced Marauder Soldier Jacket of the Priest,1
azoth_currency,azoth_currency,1
marauderseal_occultist,Marauder Occultist Seal,1
lighthead_marauderrank4,Reinforced Marauder Destroyer Headwear of the Priest,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
mediumfeet_syndicaterank3,Reinforced Syndicate Chronicler Shoes of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
mediumfeet_syndicaterank4,Reinforced Syndicate Cabalist Shoes of the Brigand,1
azoth_currency,azoth_currency,1
marauderseal_occultist,Marauder Occultist Seal,1
lighthead_marauderrank5,Reinforced Marauder Commander Headwear of the Priest,1
azoth_currency,azoth_currency,1
marauderseal_occultist,Marauder Occultist Seal,1
lightchest_marauderrank2,Reinforced Marauder Gladiator Jacket of the Priest,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
mediumlegs_syndicaterank1,Reinforced Syndicate Adept Pants of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
mediumlegs_syndicaterank2,Reinforced Syndicate Scrivener Pants of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
mediumlegs_syndicaterank3,Reinforced Syndicate Chronicler Pants of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
mediumfeet_syndicaterank5,Reinforced Syndicate Alchemist Shoes of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
mediumlegs_syndicaterank4,Reinforced Syndicate Cabalist Pants of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
mediumlegs_syndicaterank5,Reinforced Syndicate Alchemist Pants of the Brigand,1
azoth_currency,azoth_currency,1
syndicateseal_occultist,Syndicate Occultist Seal,1
mediumfeet_syndicaterank1,Reinforced Syndicate Adept Shoes of the Brigand,1
azoth_currency,azoth_currency,1
